AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0-19|~|~|~|Benign/Borderline|~|39588700|Female|Embryonal/primitive/medulloblastoma|2019|~|~|~
0-19|0.2|0.3|0.3|Malignant|112|39588700|Female|Embryonal/primitive/medulloblastoma|2019|0.2|0.3|0.3
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Ependymoma variants|2004|~|~|~
0-19|~|~|~|Malignant|~|39865121|Female|Ependymoma variants|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Ependymoma variants|2005|~|~|~
0-19|~|~|~|Malignant|~|39998876|Female|Ependymoma variants|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Ependymoma variants|2006|~|~|~
0-19|~|~|~|Malignant|~|40165421|Female|Ependymoma variants|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Ependymoma variants|2007|~|~|~
0-19|~|~|~|Malignant|~|40382360|Female|Ependymoma variants|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Ependymoma variants|2008|~|~|~
0-19|~|~|~|Malignant|~|40576293|Female|Ependymoma variants|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Ependymoma variants|2009|~|~|~
0-19|~|~|~|Malignant|~|40670476|Female|Ependymoma variants|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|40633964|Female|Ependymoma variants|2010|~|~|~
0-19|~|~|~|Malignant|~|40633964|Female|Ependymoma variants|2010|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|21|40465313|Female|Ependymoma variants|2011|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|40465313|Female|Ependymoma variants|2011|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|16|40314778|Female|Ependymoma variants|2012|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|40314778|Female|Ependymoma variants|2012|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|17|40221756|Female|Ependymoma variants|2013|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|40221756|Female|Ependymoma variants|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|40166969|Female|Ependymoma variants|2014|~|~|~
0-19|~|~|~|Malignant|~|40166969|Female|Ependymoma variants|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|40165125|Female|Ependymoma variants|2015|~|~|~
0-19|~|~|~|Malignant|~|40165125|Female|Ependymoma variants|2015|~|~|~
0-19|0.0|0.0|0.0|Benign/Borderline|61|198751799|Female|Ependymoma variants|2015-2019|0.0|0.0|0.0
0-19|~|~|~|Malignant|~|198751799|Female|Ependymoma variants|2015-2019|~|~|~
0-19|~|~|~|Benign/Borderline|~|40190633|Female|Ependymoma variants|2016|~|~|~
0-19|~|~|~|Malignant|~|40190633|Female|Ependymoma variants|2016|~|~|~
0-19|~|~|~|Benign/Borderline|~|40166755|Female|Ependymoma variants|2017|~|~|~
0-19|~|~|~|Malignant|~|40166755|Female|Ependymoma variants|2017|~|~|~
0-19|~|~|~|Benign/Borderline|~|39723250|Female|Ependymoma variants|2018|~|~|~
0-19|~|~|~|Malignant|~|39723250|Female|Ependymoma variants|2018|~|~|~
0-19|~|~|~|Benign/Borderline|~|39588700|Female|Ependymoma variants|2019|~|~|~
0-19|~|~|~|Malignant|~|39588700|Female|Ependymoma variants|2019|~|~|~
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Ependymoma/anaplastic ependymoma|2004|~|~|~
0-19|0.2|0.3|0.2|Malignant|97|39865121|Female|Ependymoma/anaplastic ependymoma|2004|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Ependymoma/anaplastic ependymoma|2005|~|~|~
0-19|0.2|0.3|0.3|Malignant|111|39998876|Female|Ependymoma/anaplastic ependymoma|2005|0.2|0.3|0.3
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Ependymoma/anaplastic ependymoma|2006|~|~|~
0-19|0.2|0.3|0.2|Malignant|99|40165421|Female|Ependymoma/anaplastic ependymoma|2006|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Ependymoma/anaplastic ependymoma|2007|~|~|~
0-19|0.1|0.2|0.2|Malignant|72|40382360|Female|Ependymoma/anaplastic ependymoma|2007|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Ependymoma/anaplastic ependymoma|2008|~|~|~
0-19|0.1|0.2|0.2|Malignant|75|40576293|Female|Ependymoma/anaplastic ependymoma|2008|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Ependymoma/anaplastic ependymoma|2009|~|~|~
0-19|0.2|0.2|0.2|Malignant|80|40670476|Female|Ependymoma/anaplastic ependymoma|2009|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40633964|Female|Ependymoma/anaplastic ependymoma|2010|~|~|~
0-19|0.2|0.3|0.2|Malignant|93|40633964|Female|Ependymoma/anaplastic ependymoma|2010|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|40465313|Female|Ependymoma/anaplastic ependymoma|2011|~|~|~
0-19|0.2|0.3|0.2|Malignant|99|40465313|Female|Ependymoma/anaplastic ependymoma|2011|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|40314778|Female|Ependymoma/anaplastic ependymoma|2012|~|~|~
0-19|0.2|0.3|0.2|Malignant|88|40314778|Female|Ependymoma/anaplastic ependymoma|2012|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|40221756|Female|Ependymoma/anaplastic ependymoma|2013|~|~|~
0-19|0.2|0.3|0.2|Malignant|90|40221756|Female|Ependymoma/anaplastic ependymoma|2013|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|40166969|Female|Ependymoma/anaplastic ependymoma|2014|~|~|~
0-19|0.2|0.3|0.2|Malignant|89|40166969|Female|Ependymoma/anaplastic ependymoma|2014|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|40165125|Female|Ependymoma/anaplastic ependymoma|2015|~|~|~
0-19|0.2|0.3|0.2|Malignant|92|40165125|Female|Ependymoma/anaplastic ependymoma|2015|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|198751799|Female|Ependymoma/anaplastic ependymoma|2015-2019|~|~|~
0-19|0.2|0.2|0.2|Malignant|401|198751799|Female|Ependymoma/anaplastic ependymoma|2015-2019|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40190633|Female|Ependymoma/anaplastic ependymoma|2016|~|~|~
0-19|0.2|0.2|0.2|Malignant|80|40190633|Female|Ependymoma/anaplastic ependymoma|2016|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40166755|Female|Ependymoma/anaplastic ependymoma|2017|~|~|~
0-19|0.2|0.3|0.2|Malignant|98|40166755|Female|Ependymoma/anaplastic ependymoma|2017|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|39723250|Female|Ependymoma/anaplastic ependymoma|2018|~|~|~
0-19|0.1|0.2|0.2|Malignant|68|39723250|Female|Ependymoma/anaplastic ependymoma|2018|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|39588700|Female|Ependymoma/anaplastic ependymoma|2019|~|~|~
0-19|0.1|0.2|0.2|Malignant|67|39588700|Female|Ependymoma/anaplastic ependymoma|2019|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Germ Cell Tumors|2004|~|~|~
0-19|0.1|0.1|0.1|Malignant|42|39865121|Female|Germ Cell Tumors|2004|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Germ Cell Tumors|2005|~|~|~
0-19|0.1|0.2|0.1|Malignant|47|39998876|Female|Germ Cell Tumors|2005|0.1|0.2|0.1
0-19|0.0|0.1|0.0|Benign/Borderline|18|40165421|Female|Germ Cell Tumors|2006|0.0|0.1|0.0
0-19|0.0|0.1|0.1|Malignant|24|40165421|Female|Germ Cell Tumors|2006|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Germ Cell Tumors|2007|~|~|~
0-19|0.1|0.1|0.1|Malignant|33|40382360|Female|Germ Cell Tumors|2007|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Benign/Borderline|17|40576293|Female|Germ Cell Tumors|2008|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Malignant|30|40576293|Female|Germ Cell Tumors|2008|0.0|0.1|0.1
0-19|0.0|0.1|0.0|Benign/Borderline|20|40670476|Female|Germ Cell Tumors|2009|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Malignant|43|40670476|Female|Germ Cell Tumors|2009|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|21|40633964|Female|Germ Cell Tumors|2010|0.0|0.1|0.1
0-19|0.1|0.2|0.1|Malignant|53|40633964|Female|Germ Cell Tumors|2010|0.1|0.2|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|+|40465313|Female|Germ Cell Tumors|2011|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Malignant|36|40465313|Female|Germ Cell Tumors|2011|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Benign/Borderline|17|40314778|Female|Germ Cell Tumors|2012|0.0|0.1|0.0
0-19|0.0|0.1|0.1|Malignant|21|40314778|Female|Germ Cell Tumors|2012|0.0|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|21|40221756|Female|Germ Cell Tumors|2013|0.0|0.1|0.1
0-19|0.1|0.2|0.1|Malignant|48|40221756|Female|Germ Cell Tumors|2013|0.1|0.2|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|24|40166969|Female|Germ Cell Tumors|2014|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Malignant|34|40166969|Female|Germ Cell Tumors|2014|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Benign/Borderline|18|40165125|Female|Germ Cell Tumors|2015|0.0|0.1|0.0
0-19|0.1|0.2|0.1|Malignant|46|40165125|Female|Germ Cell Tumors|2015|0.1|0.2|0.1
0-19|0.0|0.1|0.0|Benign/Borderline|96|198751799|Female|Germ Cell Tumors|2015-2019|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Malignant|235|198751799|Female|Germ Cell Tumors|2015-2019|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|27|40190633|Female|Germ Cell Tumors|2016|0.0|0.1|0.1
0-19|0.1|0.2|0.1|Malignant|58|40190633|Female|Germ Cell Tumors|2016|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|40166755|Female|Germ Cell Tumors|2017|~|~|~
0-19|0.1|0.1|0.1|Malignant|44|40166755|Female|Germ Cell Tumors|2017|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|24|39723250|Female|Germ Cell Tumors|2018|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Malignant|40|39723250|Female|Germ Cell Tumors|2018|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|39588700|Female|Germ Cell Tumors|2019|~|~|~
0-19|0.1|0.2|0.1|Malignant|47|39588700|Female|Germ Cell Tumors|2019|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Glioblastoma|2004|~|~|~
0-19|0.1|0.2|0.1|Malignant|52|39865121|Female|Glioblastoma|2004|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Glioblastoma|2005|~|~|~
0-19|0.1|0.1|0.1|Malignant|39|39998876|Female|Glioblastoma|2005|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Glioblastoma|2006|~|~|~
0-19|0.1|0.1|0.1|Malignant|43|40165421|Female|Glioblastoma|2006|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Glioblastoma|2007|~|~|~
0-19|0.1|0.2|0.1|Malignant|59|40382360|Female|Glioblastoma|2007|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Glioblastoma|2008|~|~|~
0-19|0.1|0.2|0.2|Malignant|62|40576293|Female|Glioblastoma|2008|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Glioblastoma|2009|~|~|~
0-19|0.1|0.1|0.1|Malignant|39|40670476|Female|Glioblastoma|2009|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|40633964|Female|Glioblastoma|2010|~|~|~
0-19|0.1|0.2|0.1|Malignant|51|40633964|Female|Glioblastoma|2010|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|40465313|Female|Glioblastoma|2011|~|~|~
0-19|0.1|0.2|0.2|Malignant|76|40465313|Female|Glioblastoma|2011|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40314778|Female|Glioblastoma|2012|~|~|~
0-19|0.1|0.2|0.2|Malignant|76|40314778|Female|Glioblastoma|2012|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40221756|Female|Glioblastoma|2013|~|~|~
0-19|0.1|0.2|0.2|Malignant|71|40221756|Female|Glioblastoma|2013|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40166969|Female|Glioblastoma|2014|~|~|~
0-19|0.1|0.2|0.2|Malignant|67|40166969|Female|Glioblastoma|2014|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40165125|Female|Glioblastoma|2015|~|~|~
0-19|0.1|0.2|0.2|Malignant|68|40165125|Female|Glioblastoma|2015|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|198751799|Female|Glioblastoma|2015-2019|~|~|~
0-19|0.1|0.2|0.2|Malignant|301|198751799|Female|Glioblastoma|2015-2019|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40190633|Female|Glioblastoma|2016|~|~|~
0-19|0.1|0.2|0.1|Malignant|55|40190633|Female|Glioblastoma|2016|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|40166755|Female|Glioblastoma|2017|~|~|~
0-19|0.1|0.2|0.2|Malignant|70|40166755|Female|Glioblastoma|2017|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|39723250|Female|Glioblastoma|2018|~|~|~
0-19|0.1|0.2|0.1|Malignant|59|39723250|Female|Glioblastoma|2018|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|39588700|Female|Glioblastoma|2019|~|~|~
0-19|0.1|0.2|0.1|Malignant|52|39588700|Female|Glioblastoma|2019|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Glioma malignant, NOS|2004|~|~|~
0-19|0.5|0.7|0.6|Malignant|234|39865121|Female|Glioma malignant, NOS|2004|0.5|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Glioma malignant, NOS|2005|~|~|~
0-19|0.5|0.7|0.6|Malignant|237|39998876|Female|Glioma malignant, NOS|2005|0.5|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Glioma malignant, NOS|2006|~|~|~
0-19|0.5|0.7|0.6|Malignant|246|40165421|Female|Glioma malignant, NOS|2006|0.5|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Glioma malignant, NOS|2007|~|~|~
0-19|0.6|0.8|0.7|Malignant|270|40382360|Female|Glioma malignant, NOS|2007|0.6|0.8|0.7
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Glioma malignant, NOS|2008|~|~|~
0-19|0.6|0.8|0.7|Malignant|280|40576293|Female|Glioma malignant, NOS|2008|0.6|0.8|0.7
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Glioma malignant, NOS|2009|~|~|~
0-19|0.7|0.8|0.7|Malignant|298|40670476|Female|Glioma malignant, NOS|2009|0.7|0.8|0.7
0-19|~|~|~|Benign/Borderline|~|40633964|Female|Glioma malignant, NOS|2010|~|~|~
0-19|0.6|0.7|0.7|Malignant|264|40633964|Female|Glioma malignant, NOS|2010|0.6|0.7|0.6
0-19|0.0|0.1|0.0|Benign/Borderline|+|40465313|Female|Glioma malignant, NOS|2011|0.0|0.1|0.0
0-19|0.7|0.9|0.8|Malignant|314|40465313|Female|Glioma malignant, NOS|2011|0.7|0.9|0.8
0-19|0.0|0.1|0.0|Benign/Borderline|17|40314778|Female|Glioma malignant, NOS|2012|0.0|0.1|0.0
0-19|0.5|0.6|0.6|Malignant|228|40314778|Female|Glioma malignant, NOS|2012|0.5|0.6|0.6
0-19|~|~|~|Benign/Borderline|~|40221756|Female|Glioma malignant, NOS|2013|~|~|~
0-19|0.7|0.8|0.8|Malignant|305|40221756|Female|Glioma malignant, NOS|2013|0.7|0.8|0.8
0-19|0.0|0.1|0.0|Benign/Borderline|18|40166969|Female|Glioma malignant, NOS|2014|0.0|0.1|0.0
0-19|0.6|0.8|0.7|Malignant|272|40166969|Female|Glioma malignant, NOS|2014|0.6|0.8|0.7
0-19|~|~|~|Benign/Borderline|~|40165125|Female|Glioma malignant, NOS|2015|~|~|~
0-19|0.6|0.8|0.7|Malignant|279|40165125|Female|Glioma malignant, NOS|2015|0.6|0.8|0.7
0-19|0.0|0.1|0.0|Benign/Borderline|96|198751799|Female|Glioma malignant, NOS|2015-2019|0.0|0.1|0.0
0-19|0.6|0.7|0.7|Malignant|1357|198751799|Female|Glioma malignant, NOS|2015-2019|0.6|0.7|0.7
0-19|0.0|0.1|0.1|Benign/Borderline|23|40190633|Female|Glioma malignant, NOS|2016|0.0|0.1|0.1
0-19|0.7|0.9|0.8|Malignant|316|40190633|Female|Glioma malignant, NOS|2016|0.7|0.9|0.8
0-19|0.0|0.1|0.1|Benign/Borderline|22|40166755|Female|Glioma malignant, NOS|2017|0.0|0.1|0.1
0-19|0.7|0.9|0.8|Malignant|316|40166755|Female|Glioma malignant, NOS|2017|0.7|0.9|0.8
0-19|0.0|0.1|0.1|Benign/Borderline|21|39723250|Female|Glioma malignant, NOS|2018|0.0|0.1|0.1
0-19|0.5|0.7|0.6|Malignant|245|39723250|Female|Glioma malignant, NOS|2018|0.5|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|39588700|Female|Glioma malignant, NOS|2019|~|~|~
0-19|0.5|0.6|0.5|Malignant|209|39588700|Female|Glioma malignant, NOS|2019|0.5|0.6|0.5
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Hemangioblastoma|2004|~|~|~
0-19|~|~|~|Malignant|~|39865121|Female|Hemangioblastoma|2004|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|+|39998876|Female|Hemangioblastoma|2005|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|39998876|Female|Hemangioblastoma|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Hemangioblastoma|2006|~|~|~
0-19|~|~|~|Malignant|~|40165421|Female|Hemangioblastoma|2006|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|19|40382360|Female|Hemangioblastoma|2007|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|40382360|Female|Hemangioblastoma|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Hemangioblastoma|2008|~|~|~
0-19|~|~|~|Malignant|~|40576293|Female|Hemangioblastoma|2008|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|17|40670476|Female|Hemangioblastoma|2009|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|40670476|Female|Hemangioblastoma|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|40633964|Female|Hemangioblastoma|2010|~|~|~
0-19|~|~|~|Malignant|~|40633964|Female|Hemangioblastoma|2010|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|17|40465313|Female|Hemangioblastoma|2011|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|40465313|Female|Hemangioblastoma|2011|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|16|40314778|Female|Hemangioblastoma|2012|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|40314778|Female|Hemangioblastoma|2012|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|20|40221756|Female|Hemangioblastoma|2013|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|40221756|Female|Hemangioblastoma|2013|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|32|40166969|Female|Hemangioblastoma|2014|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|40166969|Female|Hemangioblastoma|2014|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|17|40165125|Female|Hemangioblastoma|2015|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|40165125|Female|Hemangioblastoma|2015|~|~|~
0-19|0.0|0.0|0.0|Benign/Borderline|80|198751799|Female|Hemangioblastoma|2015-2019|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|198751799|Female|Hemangioblastoma|2015-2019|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|23|40190633|Female|Hemangioblastoma|2016|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|40190633|Female|Hemangioblastoma|2016|~|~|~
0-19|~|~|~|Benign/Borderline|~|40166755|Female|Hemangioblastoma|2017|~|~|~
0-19|~|~|~|Malignant|~|40166755|Female|Hemangioblastoma|2017|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|19|39723250|Female|Hemangioblastoma|2018|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|39723250|Female|Hemangioblastoma|2018|~|~|~
0-19|~|~|~|Benign/Borderline|~|39588700|Female|Hemangioblastoma|2019|~|~|~
0-19|~|~|~|Malignant|~|39588700|Female|Hemangioblastoma|2019|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|17|39865121|Female|Hemangioma|2004|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|39865121|Female|Hemangioma|2004|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|24|39998876|Female|Hemangioma|2005|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|39998876|Female|Hemangioma|2005|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|34|40165421|Female|Hemangioma|2006|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|40165421|Female|Hemangioma|2006|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|32|40382360|Female|Hemangioma|2007|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|40382360|Female|Hemangioma|2007|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|50|40576293|Female|Hemangioma|2008|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40576293|Female|Hemangioma|2008|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|53|40670476|Female|Hemangioma|2009|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40670476|Female|Hemangioma|2009|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|46|40633964|Female|Hemangioma|2010|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40633964|Female|Hemangioma|2010|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|73|40465313|Female|Hemangioma|2011|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40465313|Female|Hemangioma|2011|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|68|40314778|Female|Hemangioma|2012|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40314778|Female|Hemangioma|2012|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|64|40221756|Female|Hemangioma|2013|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40221756|Female|Hemangioma|2013|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|64|40166969|Female|Hemangioma|2014|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40166969|Female|Hemangioma|2014|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|75|40165125|Female|Hemangioma|2015|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40165125|Female|Hemangioma|2015|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|271|198751799|Female|Hemangioma|2015-2019|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|198751799|Female|Hemangioma|2015-2019|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|55|40190633|Female|Hemangioma|2016|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40190633|Female|Hemangioma|2016|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|52|40166755|Female|Hemangioma|2017|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40166755|Female|Hemangioma|2017|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|52|39723250|Female|Hemangioma|2018|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|39723250|Female|Hemangioma|2018|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|40|39588700|Female|Hemangioma|2019|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|39588700|Female|Hemangioma|2019|~|~|~
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Local Extensions from Regional Tumors|2004|~|~|~
0-19|~|~|~|Malignant|~|39865121|Female|Local Extensions from Regional Tumors|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Local Extensions from Regional Tumors|2005|~|~|~
0-19|~|~|~|Malignant|~|39998876|Female|Local Extensions from Regional Tumors|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Local Extensions from Regional Tumors|2006|~|~|~
0-19|~|~|~|Malignant|~|40165421|Female|Local Extensions from Regional Tumors|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Local Extensions from Regional Tumors|2007|~|~|~
0-19|~|~|~|Malignant|~|40382360|Female|Local Extensions from Regional Tumors|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Local Extensions from Regional Tumors|2008|~|~|~
0-19|~|~|~|Malignant|~|40576293|Female|Local Extensions from Regional Tumors|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Local Extensions from Regional Tumors|2009|~|~|~
0-19|~|~|~|Malignant|~|40670476|Female|Local Extensions from Regional Tumors|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|40633964|Female|Local Extensions from Regional Tumors|2010|~|~|~
0-19|~|~|~|Malignant|~|40633964|Female|Local Extensions from Regional Tumors|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|40465313|Female|Local Extensions from Regional Tumors|2011|~|~|~
0-19|~|~|~|Malignant|~|40465313|Female|Local Extensions from Regional Tumors|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|40314778|Female|Local Extensions from Regional Tumors|2012|~|~|~
0-19|~|~|~|Malignant|~|40314778|Female|Local Extensions from Regional Tumors|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|40221756|Female|Local Extensions from Regional Tumors|2013|~|~|~
0-19|~|~|~|Malignant|~|40221756|Female|Local Extensions from Regional Tumors|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|40166969|Female|Local Extensions from Regional Tumors|2014|~|~|~
0-19|~|~|~|Malignant|~|40166969|Female|Local Extensions from Regional Tumors|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|40165125|Female|Local Extensions from Regional Tumors|2015|~|~|~
0-19|~|~|~|Malignant|~|40165125|Female|Local Extensions from Regional Tumors|2015|~|~|~
0-19|~|~|~|Benign/Borderline|~|198751799|Female|Local Extensions from Regional Tumors|2015-2019|~|~|~
0-19|~|~|~|Malignant|~|198751799|Female|Local Extensions from Regional Tumors|2015-2019|~|~|~
0-19|~|~|~|Benign/Borderline|~|40190633|Female|Local Extensions from Regional Tumors|2016|~|~|~
