AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
1.5|2.2|1.8|112|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|60628650|0-14|All Races|Male and Female|2003|||
0.7|1.2|1.0|58|I(e) Unspecified and other specified leukemias|60628650|0-14|All Races|Male and Female|2003|||
15.2|17.2|16.2|985|II Lymphomas and reticuloendothelial neoplasms|60628650|0-14|All Races|Male and Female|2003|||
5.3|6.5|5.8|360|II(a) Hodgkin lymphomas|60628650|0-14|All Races|Male and Female|2003|||
5.7|7.0|6.3|385|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|60628650|0-14|All Races|Male and Female|2003|||
2.3|3.2|2.7|163|II(c) Burkitt lymphoma|60628650|0-14|All Races|Male and Female|2003|||
0.9|1.5|1.2|71|II(d) Miscellaneous lymphoreticular neoplasms|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|II(e) Unspecified lymphomas|60628650|0-14|All Races|Male and Female|2003|||
31.5|34.4|32.9|1991|III CNS and misc intracranial and intraspinal neoplasms|60628650|0-14|All Races|Male and Female|2003|||
2.1|2.9|2.5|149|III(a) Ependymomas and choroid plexus tumor|60628650|0-14|All Races|Male and Female|2003|||
15.4|17.5|16.4|995|III(b) Astrocytomas|60628650|0-14|All Races|Male and Female|2003|||
6.5|7.9|7.2|434|III(c) Intracranial and intraspinal embryonal tumors|60628650|0-14|All Races|Male and Female|2003|||
5.0|6.2|5.6|339|III(d) Other gliomas|60628650|0-14|All Races|Male and Female|2003|||
0.6|1.1|0.9|52|III(e) Other specified intracranial & intraspinal neoplasms|60628650|0-14|All Races|Male and Female|2003|||
0.2|0.5|0.4|22|III(f) Unspecified intracranial and intraspinal neoplasms|60628650|0-14|All Races|Male and Female|2003|||
9.9|11.6|10.7|652|IV Neuroblastoma and other peripheral nervous cell tumors|60628650|0-14|All Races|Male and Female|2003|||
9.7|11.4|10.5|642|IV(a) Neuroblastoma and ganglioneuroblastoma|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|IV(b) Other peripheral nervous cell tumors|60628650|0-14|All Races|Male and Female|2003|||
9.9|11.5|10.7|650|IX Soft tissue and other extraosseous sarcomas|60628650|0-14|All Races|Male and Female|2003|||
4.5|5.7|5.1|306|IX(a) Rhabdomyosarcomas|60628650|0-14|All Races|Male and Female|2003|||
0.8|1.3|1.1|64|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|IX(c) Kaposi sarcoma|60628650|0-14|All Races|Male and Female|2003|||
3.1|4.1|3.6|220|IX(d) Other specified soft tissue sarcomas|60628650|0-14|All Races|Male and Female|2003|||
0.7|1.2|0.9|58|IX(e) Unspecified soft tissue sarcomas|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|Not classified by ICCC|60628650|0-14|All Races|Male and Female|2003|||
3.6|4.6|4.1|249|V Retinoblastoma|60628650|0-14|All Races|Male and Female|2003|||
7.8|9.3|8.6|517|VI Renal tumors|60628650|0-14|All Races|Male and Female|2003|||
7.4|8.9|8.2|492|VI(a) Nephroblastoma and other nonepithelial renal tumors|60628650|0-14|All Races|Male and Female|2003|||
0.2|0.5|0.3|21|VI(b) Renal carcinomas|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|60628650|0-14|All Races|Male and Female|2003|||
2.1|2.9|2.5|151|VII Hepatic tumors|60628650|0-14|All Races|Male and Female|2003|||
1.7|2.4|2.0|123|VII(a) Hepatoblastoma|60628650|0-14|All Races|Male and Female|2003|||
0.3|0.7|0.5|28|VII(b) Hepatic carcinomas|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|60628650|0-14|All Races|Male and Female|2003|||
6.0|7.3|6.6|408|VIII Malignant bone tumors|60628650|0-14|All Races|Male and Female|2003|||
3.2|4.2|3.7|227|VIII(a) Osteosarcomas|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|VIII(b) Chondrosarcomas|60628650|0-14|All Races|Male and Female|2003|||
1.9|2.6|2.2|137|VIII(c) Ewing tumor and related sarcomas of bone|60628650|0-14|All Races|Male and Female|2003|||
0.2|0.4|0.3|17|VIII(d) Other specified malignant bone tumors|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|60628650|0-14|All Races|Male and Female|2003|||
4.5|5.7|5.1|312|X Germ cell, trophoblastic tumors & neoplasms of gonads|60628650|0-14|All Races|Male and Female|2003|||
0.9|1.5|1.2|72|X(a) Intracranial & intraspinal germ cell tumors|60628650|0-14|All Races|Male and Female|2003|||
1.2|1.8|1.4|88|X(b) Malignant extracranial & extragonadal germ cell tumors|60628650|0-14|All Races|Male and Female|2003|||
1.8|2.6|2.2|136|X(c) Malignant gonadal germ cell tumors|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|X(d) Gonadal carcinomas|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|60628650|0-14|All Races|Male and Female|2003|||
5.7|6.9|6.3|390|XI Other malignant epithelial neoplasms and malignant melanomas|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|XI(a) Adrenocortical carcinomas|60628650|0-14|All Races|Male and Female|2003|||
1.8|2.6|2.2|134|XI(b) Thyroid carcinomas|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|XI(c) Nasopharyngeal carcinomas|60628650|0-14|All Races|Male and Female|2003|||
1.6|2.3|1.9|119|XI(d) Malignant melanomas|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|XI(e) Skin carcinomas|60628650|0-14|All Races|Male and Female|2003|||
1.5|2.1|1.8|110|XI(f) Other and unspecified carcinomas|60628650|0-14|All Races|Male and Female|2003|||
0.6|1.0|0.8|47|XII Other and unspecified malignant neoplasms|60628650|0-14|All Races|Male and Female|2003|||
0.2|0.5|0.3|20|XII(a) Other specified malignant tumors|60628650|0-14|All Races|Male and Female|2003|||
0.3|0.6|0.4|27|XII(b) Other unspecified malignant tumors|60628650|0-14|All Races|Male and Female|2003|||
156.8|163.2|159.9|9742|All ICCC Groups Combined|60651802|0-14|All Races|Male and Female|2004|||
49.4|53.1|51.2|3107|I Leukemias, myeloproliferative & myelodysplastic diseases|60651802|0-14|All Races|Male and Female|2004|||
37.2|40.4|38.8|2347|I(a) Lymphoid leukemias|60651802|0-14|All Races|Male and Female|2004|||
7.3|8.7|8.0|486|I(b) Acute myeloid leukemias|60651802|0-14|All Races|Male and Female|2004|||
1.3|1.9|1.6|97|I(c) Chronic myeloproliferative diseases|60651802|0-14|All Races|Male and Female|2004|||
1.2|1.9|1.5|93|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|60651802|0-14|All Races|Male and Female|2004|||
1.1|1.7|1.4|84|I(e) Unspecified and other specified leukemias|60651802|0-14|All Races|Male and Female|2004|||
15.1|17.1|16.1|981|II Lymphomas and reticuloendothelial neoplasms|60651802|0-14|All Races|Male and Female|2004|||
4.7|5.9|5.3|324|II(a) Hodgkin lymphomas|60651802|0-14|All Races|Male and Female|2004|||
6.2|7.6|6.9|419|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|60651802|0-14|All Races|Male and Female|2004|||
2.1|2.9|2.4|147|II(c) Burkitt lymphoma|60651802|0-14|All Races|Male and Female|2004|||
1.0|1.6|1.3|79|II(d) Miscellaneous lymphoreticular neoplasms|60651802|0-14|All Races|Male and Female|2004|||
~|~|~|~|II(e) Unspecified lymphomas|60651802|0-14|All Races|Male and Female|2004|||
33.7|36.7|35.1|2125|III CNS and misc intracranial and intraspinal neoplasms|60651802|0-14|All Races|Male and Female|2004|||
2.6|3.4|3.0|181|III(a) Ependymomas and choroid plexus tumor|60651802|0-14|All Races|Male and Female|2004|||
16.5|18.7|17.6|1064|III(b) Astrocytomas|60651802|0-14|All Races|Male and Female|2004|||
7.1|8.5|7.8|471|III(c) Intracranial and intraspinal embryonal tumors|60651802|0-14|All Races|Male and Female|2004|||
4.8|6.0|5.4|325|III(d) Other gliomas|60651802|0-14|All Races|Male and Female|2004|||
0.6|1.1|0.8|49|III(e) Other specified intracranial & intraspinal neoplasms|60651802|0-14|All Races|Male and Female|2004|||
0.4|0.8|0.6|35|III(f) Unspecified intracranial and intraspinal neoplasms|60651802|0-14|All Races|Male and Female|2004|||
10.2|11.9|11.1|678|IV Neuroblastoma and other peripheral nervous cell tumors|60651802|0-14|All Races|Male and Female|2004|||
10.0|11.7|10.8|663|IV(a) Neuroblastoma and ganglioneuroblastoma|60651802|0-14|All Races|Male and Female|2004|||
~|~|~|~|IV(b) Other peripheral nervous cell tumors|60651802|0-14|All Races|Male and Female|2004|||
9.8|11.4|10.6|646|IX Soft tissue and other extraosseous sarcomas|60651802|0-14|All Races|Male and Female|2004|||
4.1|5.2|4.6|282|IX(a) Rhabdomyosarcomas|60651802|0-14|All Races|Male and Female|2004|||
1.0|1.5|1.2|76|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|60651802|0-14|All Races|Male and Female|2004|||
~|~|~|~|IX(c) Kaposi sarcoma|60651802|0-14|All Races|Male and Female|2004|||
3.2|4.2|3.6|224|IX(d) Other specified soft tissue sarcomas|60651802|0-14|All Races|Male and Female|2004|||
0.8|1.3|1.0|62|IX(e) Unspecified soft tissue sarcomas|60651802|0-14|All Races|Male and Female|2004|||
~|~|~|~|Not classified by ICCC|60651802|0-14|All Races|Male and Female|2004|||
3.8|4.9|4.3|266|V Retinoblastoma|60651802|0-14|All Races|Male and Female|2004|||
7.4|8.9|8.1|495|VI Renal tumors|60651802|0-14|All Races|Male and Female|2004|||
7.1|8.5|7.8|472|VI(a) Nephroblastoma and other nonepithelial renal tumors|60651802|0-14|All Races|Male and Female|2004|||
0.2|0.6|0.4|23|VI(b) Renal carcinomas|60651802|0-14|All Races|Male and Female|2004|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|60651802|0-14|All Races|Male and Female|2004|||
2.3|3.1|2.7|164|VII Hepatic tumors|60651802|0-14|All Races|Male and Female|2004|||
2.0|2.8|2.4|145|VII(a) Hepatoblastoma|60651802|0-14|All Races|Male and Female|2004|||
~|~|~|~|VII(b) Hepatic carcinomas|60651802|0-14|All Races|Male and Female|2004|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|60651802|0-14|All Races|Male and Female|2004|||
6.5|7.8|7.1|437|VIII Malignant bone tumors|60651802|0-14|All Races|Male and Female|2004|||
3.6|4.7|4.1|254|VIII(a) Osteosarcomas|60651802|0-14|All Races|Male and Female|2004|||
0.2|0.4|0.3|17|VIII(b) Chondrosarcomas|60651802|0-14|All Races|Male and Female|2004|||
2.0|2.7|2.3|143|VIII(c) Ewing tumor and related sarcomas of bone|60651802|0-14|All Races|Male and Female|2004|||
0.2|0.5|0.3|18|VIII(d) Other specified malignant bone tumors|60651802|0-14|All Races|Male and Female|2004|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|60651802|0-14|All Races|Male and Female|2004|||
5.0|6.2|5.6|346|X Germ cell, trophoblastic tumors & neoplasms of gonads|60651802|0-14|All Races|Male and Female|2004|||
1.3|1.9|1.6|96|X(a) Intracranial & intraspinal germ cell tumors|60651802|0-14|All Races|Male and Female|2004|||
1.1|1.6|1.3|82|X(b) Malignant extracranial & extragonadal germ cell tumors|60651802|0-14|All Races|Male and Female|2004|||
2.0|2.8|2.4|148|X(c) Malignant gonadal germ cell tumors|60651802|0-14|All Races|Male and Female|2004|||
~|~|~|~|X(d) Gonadal carcinomas|60651802|0-14|All Races|Male and Female|2004|||
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|60651802|0-14|All Races|Male and Female|2004|||
6.5|7.9|7.2|440|XI Other malignant epithelial neoplasms and malignant melanomas|60651802|0-14|All Races|Male and Female|2004|||
0.2|0.4|0.3|16|XI(a) Adrenocortical carcinomas|60651802|0-14|All Races|Male and Female|2004|||
2.2|3.1|2.6|162|XI(b) Thyroid carcinomas|60651802|0-14|All Races|Male and Female|2004|||
0.2|0.6|0.4|24|XI(c) Nasopharyngeal carcinomas|60651802|0-14|All Races|Male and Female|2004|||
2.1|2.9|2.4|150|XI(d) Malignant melanomas|60651802|0-14|All Races|Male and Female|2004|||
~|~|~|~|XI(e) Skin carcinomas|60651802|0-14|All Races|Male and Female|2004|||
1.1|1.7|1.4|83|XI(f) Other and unspecified carcinomas|60651802|0-14|All Races|Male and Female|2004|||
0.5|0.9|0.7|43|XII Other and unspecified malignant neoplasms|60651802|0-14|All Races|Male and Female|2004|||
0.2|0.5|0.3|19|XII(a) Other specified malignant tumors|60651802|0-14|All Races|Male and Female|2004|||
0.3|0.6|0.4|24|XII(b) Other unspecified malignant tumors|60651802|0-14|All Races|Male and Female|2004|||
153.0|159.3|156.1|9499|All ICCC Groups Combined|60519046|0-14|All Races|Male and Female|2005|||
47.5|51.1|49.3|2992|I Leukemias, myeloproliferative & myelodysplastic diseases|60519046|0-14|All Races|Male and Female|2005|||
35.9|39.0|37.5|2271|I(a) Lymphoid leukemias|60519046|0-14|All Races|Male and Female|2005|||
6.6|8.0|7.3|445|I(b) Acute myeloid leukemias|60519046|0-14|All Races|Male and Female|2005|||
1.2|1.8|1.4|88|I(c) Chronic myeloproliferative diseases|60519046|0-14|All Races|Male and Female|2005|||
1.4|2.0|1.7|102|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|60519046|0-14|All Races|Male and Female|2005|||
1.1|1.7|1.4|86|I(e) Unspecified and other specified leukemias|60519046|0-14|All Races|Male and Female|2005|||
15.6|17.7|16.6|1012|II Lymphomas and reticuloendothelial neoplasms|60519046|0-14|All Races|Male and Female|2005|||
5.3|6.5|5.9|360|II(a) Hodgkin lymphomas|60519046|0-14|All Races|Male and Female|2005|||
5.8|7.1|6.4|390|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|60519046|0-14|All Races|Male and Female|2005|||
2.2|3.0|2.6|155|II(c) Burkitt lymphoma|60519046|0-14|All Races|Male and Female|2005|||
1.2|1.9|1.5|93|II(d) Miscellaneous lymphoreticular neoplasms|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|II(e) Unspecified lymphomas|60519046|0-14|All Races|Male and Female|2005|||
31.8|34.7|33.3|2009|III CNS and misc intracranial and intraspinal neoplasms|60519046|0-14|All Races|Male and Female|2005|||
2.9|3.8|3.3|200|III(a) Ependymomas and choroid plexus tumor|60519046|0-14|All Races|Male and Female|2005|||
15.7|17.8|16.8|1015|III(b) Astrocytomas|60519046|0-14|All Races|Male and Female|2005|||
6.3|7.7|7.0|422|III(c) Intracranial and intraspinal embryonal tumors|60519046|0-14|All Races|Male and Female|2005|||
4.6|5.7|5.1|307|III(d) Other gliomas|60519046|0-14|All Races|Male and Female|2005|||
0.4|0.8|0.6|36|III(e) Other specified intracranial & intraspinal neoplasms|60519046|0-14|All Races|Male and Female|2005|||
0.3|0.7|0.5|29|III(f) Unspecified intracranial and intraspinal neoplasms|60519046|0-14|All Races|Male and Female|2005|||
11.0|12.7|11.8|727|IV Neuroblastoma and other peripheral nervous cell tumors|60519046|0-14|All Races|Male and Female|2005|||
10.8|12.6|11.7|718|IV(a) Neuroblastoma and ganglioneuroblastoma|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|IV(b) Other peripheral nervous cell tumors|60519046|0-14|All Races|Male and Female|2005|||
9.8|11.5|10.6|644|IX Soft tissue and other extraosseous sarcomas|60519046|0-14|All Races|Male and Female|2005|||
4.7|5.9|5.3|320|IX(a) Rhabdomyosarcomas|60519046|0-14|All Races|Male and Female|2005|||
0.9|1.4|1.1|69|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|IX(c) Kaposi sarcoma|60519046|0-14|All Races|Male and Female|2005|||
2.9|3.8|3.3|203|IX(d) Other specified soft tissue sarcomas|60519046|0-14|All Races|Male and Female|2005|||
0.6|1.1|0.8|50|IX(e) Unspecified soft tissue sarcomas|60519046|0-14|All Races|Male and Female|2005|||
0.2|0.5|0.3|18|Not classified by ICCC|60519046|0-14|All Races|Male and Female|2005|||
3.4|4.4|3.9|242|V Retinoblastoma|60519046|0-14|All Races|Male and Female|2005|||
7.5|9.0|8.2|500|VI Renal tumors|60519046|0-14|All Races|Male and Female|2005|||
7.1|8.6|7.8|477|VI(a) Nephroblastoma and other nonepithelial renal tumors|60519046|0-14|All Races|Male and Female|2005|||
0.2|0.5|0.3|19|VI(b) Renal carcinomas|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|60519046|0-14|All Races|Male and Female|2005|||
2.0|2.8|2.4|145|VII Hepatic tumors|60519046|0-14|All Races|Male and Female|2005|||
1.6|2.3|1.9|116|VII(a) Hepatoblastoma|60519046|0-14|All Races|Male and Female|2005|||
0.3|0.6|0.4|27|VII(b) Hepatic carcinomas|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|60519046|0-14|All Races|Male and Female|2005|||
6.2|7.5|6.8|416|VIII Malignant bone tumors|60519046|0-14|All Races|Male and Female|2005|||
3.3|4.2|3.7|227|VIII(a) Osteosarcomas|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|VIII(b) Chondrosarcomas|60519046|0-14|All Races|Male and Female|2005|||
2.1|2.9|2.4|148|VIII(c) Ewing tumor and related sarcomas of bone|60519046|0-14|All Races|Male and Female|2005|||
0.2|0.5|0.3|20|VIII(d) Other specified malignant bone tumors|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|60519046|0-14|All Races|Male and Female|2005|||
4.9|6.1|5.5|338|X Germ cell, trophoblastic tumors & neoplasms of gonads|60519046|0-14|All Races|Male and Female|2005|||
1.1|1.7|1.4|83|X(a) Intracranial & intraspinal germ cell tumors|60519046|0-14|All Races|Male and Female|2005|||
1.3|2.0|1.6|100|X(b) Malignant extracranial & extragonadal germ cell tumors|60519046|0-14|All Races|Male and Female|2005|||
1.9|2.6|2.2|138|X(c) Malignant gonadal germ cell tumors|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|X(d) Gonadal carcinomas|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|60519046|0-14|All Races|Male and Female|2005|||
6.2|7.5|6.9|420|XI Other malignant epithelial neoplasms and malignant melanomas|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|XI(a) Adrenocortical carcinomas|60519046|0-14|All Races|Male and Female|2005|||
1.9|2.6|2.2|138|XI(b) Thyroid carcinomas|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|XI(c) Nasopharyngeal carcinomas|60519046|0-14|All Races|Male and Female|2005|||
2.0|2.8|2.4|147|XI(d) Malignant melanomas|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|XI(e) Skin carcinomas|60519046|0-14|All Races|Male and Female|2005|||
1.5|2.2|1.8|112|XI(f) Other and unspecified carcinomas|60519046|0-14|All Races|Male and Female|2005|||
0.4|0.8|0.6|36|XII Other and unspecified malignant neoplasms|60519046|0-14|All Races|Male and Female|2005|||
0.2|0.5|0.3|19|XII(a) Other specified malignant tumors|60519046|0-14|All Races|Male and Female|2005|||
0.2|0.5|0.3|17|XII(b) Other unspecified malignant tumors|60519046|0-14|All Races|Male and Female|2005|||
156.0|162.3|159.1|9685|All ICCC Groups Combined|60516709|0-14|All Races|Male and Female|2006|||
49.9|53.5|51.7|3143|I Leukemias, myeloproliferative & myelodysplastic diseases|60516709|0-14|All Races|Male and Female|2006|||
37.3|40.5|38.9|2361|I(a) Lymphoid leukemias|60516709|0-14|All Races|Male and Female|2006|||
7.2|8.6|7.9|481|I(b) Acute myeloid leukemias|60516709|0-14|All Races|Male and Female|2006|||
1.5|2.1|1.8|108|I(c) Chronic myeloproliferative diseases|60516709|0-14|All Races|Male and Female|2006|||
1.5|2.2|1.8|111|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|60516709|0-14|All Races|Male and Female|2006|||
1.1|1.7|1.3|82|I(e) Unspecified and other specified leukemias|60516709|0-14|All Races|Male and Female|2006|||
15.7|17.8|16.8|1017|II Lymphomas and reticuloendothelial neoplasms|60516709|0-14|All Races|Male and Female|2006|||
5.6|6.8|6.2|375|II(a) Hodgkin lymphomas|60516709|0-14|All Races|Male and Female|2006|||
5.8|7.1|6.4|389|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|60516709|0-14|All Races|Male and Female|2006|||
