AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|ICCC_GROUP|POPULATION|YEAR
1-4|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|15119430|2000
1-4|~|~|~|~|Not classified by ICCC|15119430|2000
1-4|7.9|11.1|9.4|142|V Retinoblastoma|15119430|2000
1-4|19.0|23.7|21.2|321|VI Renal tumors|15119430|2000
1-4|18.8|23.5|21.0|318|VI(a) Nephroblastoma and other nonepithelial renal tumors|15119430|2000
1-4|~|~|~|~|VI(b) Renal carcinomas|15119430|2000
1-4|~|~|~|~|VI(c) Unspecified malignant renal tumors|15119430|2000
1-4|3.4|5.6|4.4|67|VII Hepatic tumors|15119430|2000
1-4|3.4|5.6|4.4|67|VII(a) Hepatoblastoma|15119430|2000
1-4|~|~|~|~|VII(b) Hepatic carcinomas|15119430|2000
1-4|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|15119430|2000
1-4|0.7|1.9|1.2|18|VIII Malignant bone tumors|15119430|2000
1-4|~|~|~|~|VIII(a) Osteosarcomas|15119430|2000
1-4|~|~|~|~|VIII(b) Chondrosarcomas|15119430|2000
1-4|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|15119430|2000
1-4|~|~|~|~|VIII(d) Other specified malignant bone tumors|15119430|2000
1-4|~|~|~|~|VIII(e) Unspecified malignant bone tumors|15119430|2000
1-4|1.9|3.6|2.6|40|X Germ cell, trophoblastic tumors & neoplasms of gonads|15119430|2000
1-4|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|15119430|2000
1-4|0.7|1.8|1.1|17|X(b) Malignant extracranial & extragonadal germ cell tumors|15119430|2000
1-4|0.7|1.8|1.1|17|X(c) Malignant gonadal germ cell tumors|15119430|2000
1-4|~|~|~|~|X(d) Gonadal carcinomas|15119430|2000
1-4|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|15119430|2000
1-4|1.2|2.7|1.9|28|XI Other malignant epithelial neoplasms and malignant melanomas|15119430|2000
1-4|~|~|~|~|XI(a) Adrenocortical carcinomas|15119430|2000
1-4|~|~|~|~|XI(b) Thyroid carcinomas|15119430|2000
1-4|~|~|~|~|XI(c) Nasopharyngeal carcinomas|15119430|2000
1-4|~|~|~|~|XI(d) Malignant melanomas|15119430|2000
1-4|~|~|~|~|XI(e) Skin carcinomas|15119430|2000
1-4|~|~|~|~|XI(f) Other and unspecified carcinomas|15119430|2000
1-4|~|~|~|~|XII Other and unspecified malignant neoplasms|15119430|2000
1-4|~|~|~|~|XII(a) Other specified malignant tumors|15119430|2000
1-4|~|~|~|~|XII(b) Other unspecified malignant tumors|15119430|2000
10-14|120.2|130.0|125.1|2546|All ICCC Groups Combined|20358437|2000
10-14|22.9|27.3|25.1|510|I Leukemias, myeloproliferative & myelodysplastic diseases|20358437|2000
10-14|16.0|19.8|17.8|363|I(a) Lymphoid leukemias|20358437|2000
10-14|4.3|6.4|5.3|107|I(b) Acute myeloid leukemias|20358437|2000
10-14|0.7|1.6|1.1|22|I(c) Chronic myeloproliferative diseases|20358437|2000
10-14|~|~|~|~|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|20358437|2000
10-14|0.4|1.3|0.8|16|I(e) Unspecified and other specified leukemias|20358437|2000
10-14|22.6|27.0|24.7|503|II Lymphomas and reticuloendothelial neoplasms|20358437|2000
10-14|11.2|14.3|12.7|258|II(a) Hodgkin lymphomas|20358437|2000
10-14|7.0|9.5|8.2|167|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|20358437|2000
10-14|2.2|3.7|2.8|58|II(c) Burkitt lymphoma|20358437|2000
10-14|~|~|~|~|II(d) Miscellaneous lymphoreticular neoplasms|20358437|2000
10-14|~|~|~|~|II(e) Unspecified lymphomas|20358437|2000
10-14|25.6|30.2|27.8|566|III CNS and misc intracranial and intraspinal neoplasms|20358437|2000
10-14|1.0|2.0|1.4|29|III(a) Ependymomas and choroid plexus tumor|20358437|2000
10-14|14.8|18.4|16.6|337|III(b) Astrocytomas|20358437|2000
10-14|4.0|6.0|4.9|100|III(c) Intracranial and intraspinal embryonal tumors|20358437|2000
10-14|3.1|4.8|3.9|79|III(d) Other gliomas|20358437|2000
10-14|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|20358437|2000
10-14|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|20358437|2000
10-14|0.8|1.9|1.3|26|IV Neuroblastoma and other peripheral nervous cell tumors|20358437|2000
10-14|0.6|1.6|1.0|21|IV(a) Neuroblastoma and ganglioneuroblastoma|20358437|2000
10-14|~|~|~|~|IV(b) Other peripheral nervous cell tumors|20358437|2000
10-14|9.9|12.9|11.3|231|IX Soft tissue and other extraosseous sarcomas|20358437|2000
10-14|3.0|4.7|3.8|77|IX(a) Rhabdomyosarcomas|20358437|2000
10-14|0.6|1.6|1.0|21|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|20358437|2000
10-14|~|~|~|~|IX(c) Kaposi sarcoma|20358437|2000
10-14|4.0|5.9|4.9|99|IX(d) Other specified soft tissue sarcomas|20358437|2000
10-14|1.2|2.3|1.7|34|IX(e) Unspecified soft tissue sarcomas|20358437|2000
10-14|~|~|~|~|Not classified by ICCC|20358437|2000
10-14|~|~|~|~|V Retinoblastoma|20358437|2000
10-14|0.7|1.6|1.1|22|VI Renal tumors|20358437|2000
10-14|~|~|~|~|VI(a) Nephroblastoma and other nonepithelial renal tumors|20358437|2000
10-14|~|~|~|~|VI(b) Renal carcinomas|20358437|2000
10-14|~|~|~|~|VI(c) Unspecified malignant renal tumors|20358437|2000
10-14|0.5|1.3|0.8|17|VII Hepatic tumors|20358437|2000
10-14|~|~|~|~|VII(a) Hepatoblastoma|20358437|2000
10-14|~|~|~|~|VII(b) Hepatic carcinomas|20358437|2000
10-14|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|20358437|2000
10-14|11.6|14.8|13.2|268|VIII Malignant bone tumors|20358437|2000
10-14|6.4|8.9|7.6|154|VIII(a) Osteosarcomas|20358437|2000
10-14|~|~|~|~|VIII(b) Chondrosarcomas|20358437|2000
10-14|3.8|5.8|4.7|96|VIII(c) Ewing tumor and related sarcomas of bone|20358437|2000
10-14|~|~|~|~|VIII(d) Other specified malignant bone tumors|20358437|2000
10-14|~|~|~|~|VIII(e) Unspecified malignant bone tumors|20358437|2000
10-14|5.6|8.0|6.7|137|X Germ cell, trophoblastic tumors & neoplasms of gonads|20358437|2000
10-14|1.7|3.1|2.3|47|X(a) Intracranial & intraspinal germ cell tumors|20358437|2000
10-14|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|20358437|2000
10-14|3.0|4.8|3.8|78|X(c) Malignant gonadal germ cell tumors|20358437|2000
10-14|~|~|~|~|X(d) Gonadal carcinomas|20358437|2000
10-14|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|20358437|2000
10-14|10.7|13.7|12.1|247|XI Other malignant epithelial neoplasms and malignant melanomas|20358437|2000
10-14|~|~|~|~|XI(a) Adrenocortical carcinomas|20358437|2000
10-14|3.6|5.5|4.5|91|XI(b) Thyroid carcinomas|20358437|2000
10-14|0.5|1.3|0.8|17|XI(c) Nasopharyngeal carcinomas|20358437|2000
10-14|2.7|4.3|3.4|70|XI(d) Malignant melanomas|20358437|2000
10-14|~|~|~|~|XI(e) Skin carcinomas|20358437|2000
10-14|2.4|4.0|3.1|64|XI(f) Other and unspecified carcinomas|20358437|2000
10-14|~|~|~|~|XII Other and unspecified malignant neoplasms|20358437|2000
10-14|~|~|~|~|XII(a) Other specified malignant tumors|20358437|2000
10-14|~|~|~|~|XII(b) Other unspecified malignant tumors|20358437|2000
15-19|199.6|212.2|205.8|4116|All ICCC Groups Combined|19998739|2000
15-19|25.3|30.0|27.6|552|I Leukemias, myeloproliferative & myelodysplastic diseases|19998739|2000
15-19|14.4|18.0|16.1|322|I(a) Lymphoid leukemias|19998739|2000
15-19|7.5|10.1|8.8|175|I(b) Acute myeloid leukemias|19998739|2000
15-19|0.9|2.0|1.4|28|I(c) Chronic myeloproliferative diseases|19998739|2000
15-19|~|~|~|~|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|19998739|2000
15-19|0.8|1.8|1.3|25|I(e) Unspecified and other specified leukemias|19998739|2000
15-19|46.6|52.8|49.6|992|II Lymphomas and reticuloendothelial neoplasms|19998739|2000
15-19|29.2|34.2|31.7|633|II(a) Hodgkin lymphomas|19998739|2000
15-19|13.1|16.5|14.8|295|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|19998739|2000
15-19|1.6|3.0|2.3|45|II(c) Burkitt lymphoma|19998739|2000
15-19|~|~|~|~|II(d) Miscellaneous lymphoreticular neoplasms|19998739|2000
15-19|0.5|1.3|0.8|16|II(e) Unspecified lymphomas|19998739|2000
15-19|19.5|23.6|21.5|429|III CNS and misc intracranial and intraspinal neoplasms|19998739|2000
15-19|0.9|2.0|1.4|27|III(a) Ependymomas and choroid plexus tumor|19998739|2000
15-19|10.2|13.3|11.7|234|III(b) Astrocytomas|19998739|2000
15-19|2.4|4.0|3.2|63|III(c) Intracranial and intraspinal embryonal tumors|19998739|2000
15-19|3.4|5.3|4.3|85|III(d) Other gliomas|19998739|2000
15-19|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|19998739|2000
15-19|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|19998739|2000
15-19|~|~|~|~|IV Neuroblastoma and other peripheral nervous cell tumors|19998739|2000
15-19|~|~|~|~|IV(a) Neuroblastoma and ganglioneuroblastoma|19998739|2000
15-19|~|~|~|~|IV(b) Other peripheral nervous cell tumors|19998739|2000
15-19|14.8|18.4|16.5|330|IX Soft tissue and other extraosseous sarcomas|19998739|2000
15-19|2.9|4.7|3.8|75|IX(a) Rhabdomyosarcomas|19998739|2000
15-19|1.3|2.6|1.9|38|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|19998739|2000
15-19|~|~|~|~|IX(c) Kaposi sarcoma|19998739|2000
15-19|7.3|9.9|8.5|170|IX(d) Other specified soft tissue sarcomas|19998739|2000
15-19|1.6|3.0|2.2|44|IX(e) Unspecified soft tissue sarcomas|19998739|2000
15-19|~|~|~|~|Not classified by ICCC|19998739|2000
15-19|~|~|~|~|V Retinoblastoma|19998739|2000
15-19|0.8|1.8|1.2|24|VI Renal tumors|19998739|2000
15-19|~|~|~|~|VI(a) Nephroblastoma and other nonepithelial renal tumors|19998739|2000
15-19|0.5|1.3|0.8|16|VI(b) Renal carcinomas|19998739|2000
15-19|~|~|~|~|VI(c) Unspecified malignant renal tumors|19998739|2000
15-19|0.5|1.3|0.8|16|VII Hepatic tumors|19998739|2000
15-19|~|~|~|~|VII(a) Hepatoblastoma|19998739|2000
15-19|~|~|~|~|VII(b) Hepatic carcinomas|19998739|2000
15-19|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|19998739|2000
15-19|12.2|15.5|13.8|275|VIII Malignant bone tumors|19998739|2000
15-19|6.9|9.4|8.1|161|VIII(a) Osteosarcomas|19998739|2000
15-19|~|~|~|~|VIII(b) Chondrosarcomas|19998739|2000
15-19|3.4|5.3|4.3|85|VIII(c) Ewing tumor and related sarcomas of bone|19998739|2000
15-19|~|~|~|~|VIII(d) Other specified malignant bone tumors|19998739|2000
15-19|~|~|~|~|VIII(e) Unspecified malignant bone tumors|19998739|2000
15-19|25.9|30.6|28.2|563|X Germ cell, trophoblastic tumors & neoplasms of gonads|19998739|2000
15-19|1.7|3.1|2.3|46|X(a) Intracranial & intraspinal germ cell tumors|19998739|2000
15-19|1.6|2.9|2.2|43|X(b) Malignant extracranial & extragonadal germ cell tumors|19998739|2000
15-19|19.5|23.6|21.5|429|X(c) Malignant gonadal germ cell tumors|19998739|2000
15-19|1.1|2.3|1.6|32|X(d) Gonadal carcinomas|19998739|2000
15-19|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|19998739|2000
15-19|42.0|47.9|44.9|898|XI Other malignant epithelial neoplasms and malignant melanomas|19998739|2000
15-19|~|~|~|~|XI(a) Adrenocortical carcinomas|19998739|2000
15-19|15.1|18.7|16.9|337|XI(b) Thyroid carcinomas|19998739|2000
15-19|0.7|1.7|1.1|22|XI(c) Nasopharyngeal carcinomas|19998739|2000
15-19|13.7|17.2|15.4|307|XI(d) Malignant melanomas|19998739|2000
15-19|~|~|~|~|XI(e) Skin carcinomas|19998739|2000
15-19|9.7|12.7|11.1|222|XI(f) Other and unspecified carcinomas|19998739|2000
15-19|0.7|1.6|1.1|21|XII Other and unspecified malignant neoplasms|19998739|2000
15-19|~|~|~|~|XII(a) Other specified malignant tumors|19998739|2000
15-19|0.6|1.5|1.0|19|XII(b) Other unspecified malignant tumors|19998739|2000
5-9|110.2|119.6|114.8|2319|All ICCC Groups Combined|20194272|2000
5-9|34.9|40.3|37.5|758|I Leukemias, myeloproliferative & myelodysplastic diseases|20194272|2000
5-9|29.2|34.1|31.6|638|I(a) Lymphoid leukemias|20194272|2000
5-9|3.5|5.4|4.4|88|I(b) Acute myeloid leukemias|20194272|2000
5-9|~|~|~|~|I(c) Chronic myeloproliferative diseases|20194272|2000
5-9|~|~|~|~|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|20194272|2000
5-9|0.6|1.6|1.0|21|I(e) Unspecified and other specified leukemias|20194272|2000
5-9|13.5|16.9|15.2|306|II Lymphomas and reticuloendothelial neoplasms|20194272|2000
5-9|2.8|4.5|3.6|72|II(a) Hodgkin lymphomas|20194272|2000
5-9|5.2|7.4|6.2|125|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|20194272|2000
5-9|3.1|4.9|4.0|80|II(c) Burkitt lymphoma|20194272|2000
5-9|~|~|~|~|II(d) Miscellaneous lymphoreticular neoplasms|20194272|2000
5-9|0.5|1.4|0.9|18|II(e) Unspecified lymphomas|20194272|2000
5-9|30.5|35.6|33.0|666|III CNS and misc intracranial and intraspinal neoplasms|20194272|2000
5-9|1.6|3.0|2.2|45|III(a) Ependymomas and choroid plexus tumor|20194272|2000
5-9|14.7|18.3|16.4|331|III(b) Astrocytomas|20194272|2000
5-9|7.1|9.6|8.3|167|III(c) Intracranial and intraspinal embryonal tumors|20194272|2000
5-9|4.5|6.6|5.4|110|III(d) Other gliomas|20194272|2000
5-9|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|20194272|2000
5-9|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|20194272|2000
5-9|2.4|4.0|3.2|64|IV Neuroblastoma and other peripheral nervous cell tumors|20194272|2000
5-9|2.3|3.9|3.0|61|IV(a) Neuroblastoma and ganglioneuroblastoma|20194272|2000
5-9|~|~|~|~|IV(b) Other peripheral nervous cell tumors|20194272|2000
5-9|6.8|9.3|8.0|161|IX Soft tissue and other extraosseous sarcomas|20194272|2000
5-9|3.1|4.8|3.9|78|IX(a) Rhabdomyosarcomas|20194272|2000
5-9|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|20194272|2000
5-9|~|~|~|~|IX(c) Kaposi sarcoma|20194272|2000
5-9|2.0|3.5|2.7|54|IX(d) Other specified soft tissue sarcomas|20194272|2000
5-9|0.6|1.5|0.9|19|IX(e) Unspecified soft tissue sarcomas|20194272|2000
5-9|~|~|~|~|Not classified by ICCC|20194272|2000
5-9|~|~|~|~|V Retinoblastoma|20194272|2000
5-9|5.2|7.4|6.2|125|VI Renal tumors|20194272|2000
5-9|4.8|7.0|5.8|118|VI(a) Nephroblastoma and other nonepithelial renal tumors|20194272|2000
5-9|~|~|~|~|VI(b) Renal carcinomas|20194272|2000
5-9|~|~|~|~|VI(c) Unspecified malignant renal tumors|20194272|2000
5-9|~|~|~|~|VII Hepatic tumors|20194272|2000
5-9|~|~|~|~|VII(a) Hepatoblastoma|20194272|2000
5-9|~|~|~|~|VII(b) Hepatic carcinomas|20194272|2000
5-9|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|20194272|2000
5-9|4.1|6.1|5.0|101|VIII Malignant bone tumors|20194272|2000
5-9|2.0|3.5|2.7|54|VIII(a) Osteosarcomas|20194272|2000
5-9|~|~|~|~|VIII(b) Chondrosarcomas|20194272|2000
5-9|1.7|3.0|2.3|46|VIII(c) Ewing tumor and related sarcomas of bone|20194272|2000
5-9|~|~|~|~|VIII(d) Other specified malignant bone tumors|20194272|2000
5-9|~|~|~|~|VIII(e) Unspecified malignant bone tumors|20194272|2000
5-9|2.1|3.6|2.8|56|X Germ cell, trophoblastic tumors & neoplasms of gonads|20194272|2000
5-9|0.9|2.0|1.4|28|X(a) Intracranial & intraspinal germ cell tumors|20194272|2000
5-9|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|20194272|2000
5-9|0.8|1.8|1.2|25|X(c) Malignant gonadal germ cell tumors|20194272|2000
5-9|~|~|~|~|X(d) Gonadal carcinomas|20194272|2000
5-9|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|20194272|2000
5-9|2.3|3.9|3.0|61|XI Other malignant epithelial neoplasms and malignant melanomas|20194272|2000
5-9|~|~|~|~|XI(a) Adrenocortical carcinomas|20194272|2000
5-9|0.6|1.5|1.0|20|XI(b) Thyroid carcinomas|20194272|2000
5-9|~|~|~|~|XI(c) Nasopharyngeal carcinomas|20194272|2000
5-9|0.5|1.4|0.9|18|XI(d) Malignant melanomas|20194272|2000
5-9|~|~|~|~|XI(e) Skin carcinomas|20194272|2000
5-9|~|~|~|~|XI(f) Other and unspecified carcinomas|20194272|2000
5-9|~|~|~|~|XII Other and unspecified malignant neoplasms|20194272|2000
5-9|~|~|~|~|XII(a) Other specified malignant tumors|20194272|2000
5-9|~|~|~|~|XII(b) Other unspecified malignant tumors|20194272|2000
<1|222.4|253.7|237.6|904|All ICCC Groups Combined|3804065|2000
<1|40.4|54.5|47.1|179|I Leukemias, myeloproliferative & myelodysplastic diseases|3804065|2000
<1|19.5|29.7|24.2|92|I(a) Lymphoid leukemias|3804065|2000
<1|12.7|21.2|16.6|63|I(b) Acute myeloid leukemias|3804065|2000
<1|~|~|~|~|I(c) Chronic myeloproliferative diseases|3804065|2000
<1|~|~|~|~|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|3804065|2000
<1|2.4|6.8|4.2|16|I(e) Unspecified and other specified leukemias|3804065|2000
<1|6.2|12.5|8.9|34|II Lymphomas and reticuloendothelial neoplasms|3804065|2000
<1|~|~|~|~|II(a) Hodgkin lymphomas|3804065|2000
<1|~|~|~|~|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|3804065|2000
<1|~|~|~|~|II(c) Burkitt lymphoma|3804065|2000
<1|3.8|9.1|6.0|23|II(d) Miscellaneous lymphoreticular neoplasms|3804065|2000
<1|~|~|~|~|II(e) Unspecified lymphomas|3804065|2000
<1|29.0|41.1|34.7|132|III CNS and misc intracranial and intraspinal neoplasms|3804065|2000
<1|~|~|~|~|III(a) Ependymomas and choroid plexus tumor|3804065|2000
<1|11.8|20.0|15.5|59|III(b) Astrocytomas|3804065|2000
<1|6.4|12.8|9.2|35|III(c) Intracranial and intraspinal embryonal tumors|3804065|2000
<1|~|~|~|~|III(d) Other gliomas|3804065|2000
<1|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|3804065|2000
<1|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|3804065|2000
<1|48.0|63.2|55.2|210|IV Neuroblastoma and other peripheral nervous cell tumors|3804065|2000
<1|48.0|63.2|55.2|210|IV(a) Neuroblastoma and ganglioneuroblastoma|3804065|2000
<1|~|~|~|~|IV(b) Other peripheral nervous cell tumors|3804065|2000
<1|12.0|20.3|15.8|60|IX Soft tissue and other extraosseous sarcomas|3804065|2000
<1|4.7|10.3|7.1|27|IX(a) Rhabdomyosarcomas|3804065|2000
<1|2.4|6.8|4.2|16|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|3804065|2000
<1|~|~|~|~|IX(c) Kaposi sarcoma|3804065|2000
<1|~|~|~|~|IX(d) Other specified soft tissue sarcomas|3804065|2000
<1|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|3804065|2000
<1|~|~|~|~|Not classified by ICCC|3804065|2000
<1|22.1|32.8|27.1|103|V Retinoblastoma|3804065|2000
<1|10.2|17.9|13.7|52|VI Renal tumors|3804065|2000
<1|10.2|17.9|13.7|52|VI(a) Nephroblastoma and other nonepithelial renal tumors|3804065|2000
<1|~|~|~|~|VI(b) Renal carcinomas|3804065|2000
<1|~|~|~|~|VI(c) Unspecified malignant renal tumors|3804065|2000
<1|7.7|14.6|10.8|41|VII Hepatic tumors|3804065|2000
<1|7.1|13.7|10.0|38|VII(a) Hepatoblastoma|3804065|2000
<1|~|~|~|~|VII(b) Hepatic carcinomas|3804065|2000
<1|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|3804065|2000
<1|~|~|~|~|VIII Malignant bone tumors|3804065|2000
<1|~|~|~|~|VIII(a) Osteosarcomas|3804065|2000
<1|~|~|~|~|VIII(b) Chondrosarcomas|3804065|2000
<1|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|3804065|2000
<1|~|~|~|~|VIII(d) Other specified malignant bone tumors|3804065|2000
<1|~|~|~|~|VIII(e) Unspecified malignant bone tumors|3804065|2000
<1|13.0|21.5|16.8|64|X Germ cell, trophoblastic tumors & neoplasms of gonads|3804065|2000
<1|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|3804065|2000
<1|8.0|14.9|11.0|42|X(b) Malignant extracranial & extragonadal germ cell tumors|3804065|2000
<1|~|~|~|~|X(c) Malignant gonadal germ cell tumors|3804065|2000
<1|~|~|~|~|X(d) Gonadal carcinomas|3804065|2000
<1|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|3804065|2000
<1|~|~|~|~|XI Other malignant epithelial neoplasms and malignant melanomas|3804065|2000
<1|~|~|~|~|XI(a) Adrenocortical carcinomas|3804065|2000
<1|~|~|~|~|XI(b) Thyroid carcinomas|3804065|2000
<1|~|~|~|~|XI(c) Nasopharyngeal carcinomas|3804065|2000
<1|~|~|~|~|XI(d) Malignant melanomas|3804065|2000
<1|~|~|~|~|XI(e) Skin carcinomas|3804065|2000
<1|~|~|~|~|XI(f) Other and unspecified carcinomas|3804065|2000
<1|~|~|~|~|XII Other and unspecified malignant neoplasms|3804065|2000
<1|~|~|~|~|XII(a) Other specified malignant tumors|3804065|2000
<1|~|~|~|~|XII(b) Other unspecified malignant tumors|3804065|2000
1-4|210.0|224.9|217.3|3287|All ICCC Groups Combined|15123657|2001
1-4|86.9|96.7|91.7|1387|I Leukemias, myeloproliferative & myelodysplastic diseases|15123657|2001
1-4|72.5|81.4|76.8|1162|I(a) Lymphoid leukemias|15123657|2001
1-4|7.7|10.8|9.1|138|I(b) Acute myeloid leukemias|15123657|2001
1-4|0.9|2.2|1.5|22|I(c) Chronic myeloproliferative diseases|15123657|2001
1-4|1.6|3.2|2.3|35|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|15123657|2001
1-4|1.3|2.8|2.0|30|I(e) Unspecified and other specified leukemias|15123657|2001
1-4|7.7|10.8|9.1|138|II Lymphomas and reticuloendothelial neoplasms|15123657|2001
1-4|0.8|2.0|1.3|20|II(a) Hodgkin lymphomas|15123657|2001
1-4|2.6|4.5|3.4|52|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|15123657|2001
1-4|1.6|3.1|2.2|34|II(c) Burkitt lymphoma|15123657|2001
1-4|1.2|2.7|1.9|28|II(d) Miscellaneous lymphoreticular neoplasms|15123657|2001
1-4|~|~|~|~|II(e) Unspecified lymphomas|15123657|2001
1-4|37.0|43.5|40.1|607|III CNS and misc intracranial and intraspinal neoplasms|15123657|2001
1-4|3.2|5.3|4.2|63|III(a) Ependymomas and choroid plexus tumor|15123657|2001
1-4|17.7|22.2|19.8|300|III(b) Astrocytomas|15123657|2001
1-4|8.7|12.0|10.2|155|III(c) Intracranial and intraspinal embryonal tumors|15123657|2001
1-4|3.6|5.8|4.6|70|III(d) Other gliomas|15123657|2001
1-4|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|15123657|2001
1-4|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|15123657|2001
1-4|21.2|26.1|23.5|356|IV Neuroblastoma and other peripheral nervous cell tumors|15123657|2001
1-4|21.0|26.0|23.4|354|IV(a) Neuroblastoma and ganglioneuroblastoma|15123657|2001
1-4|~|~|~|~|IV(b) Other peripheral nervous cell tumors|15123657|2001
