AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|EVENT_TYPE|POPULATION|SITE|YEAR
15-19|2.0|2.4|2.2|438|Incidence|19998739|Brain and Other Nervous System|2000
15-19|~|~|~|~|Mortality|9854932|Cervix|2000
15-19|0.2|0.4|0.2|23|Incidence|9710015|Cervix|2000
15-19|~|~|~|~|Mortality|20294955|Colon and Rectum|2000
15-19|0.2|0.3|0.3|53|Incidence|19998739|Colon and Rectum|2000
15-19|~|~|~|~|Mortality|9854932|Corpus and Uterus, NOS|2000
15-19|~|~|~|~|Incidence|9710015|Corpus and Uterus, NOS|2000
15-19|~|~|~|~|Mortality|20294955|Esophagus|2000
15-19|~|~|~|~|Incidence|19998739|Esophagus|2000
15-19|~|~|~|~|Mortality|9854932|Female Breast|2000
15-19|~|~|~|~|Incidence|9710015|Female Breast|2000
15-19|~|~|~|~|Incidence|9710015|Female Breast, <i>in situ</i>|2000
15-19|0.1|0.2|0.1|21|Mortality|20294955|Hodgkin Lymphoma|2000
15-19|2.9|3.4|3.2|633|Incidence|19998739|Hodgkin Lymphoma|2000
15-19|.|.|.|.|Mortality|20294955|Kaposi Sarcoma|2000
15-19|~|~|~|~|Incidence|19998739|Kaposi Sarcoma|2000
15-19|~|~|~|~|Mortality|20294955|Kidney and Renal Pelvis|2000
15-19|0.1|0.2|0.1|28|Incidence|19998739|Kidney and Renal Pelvis|2000
15-19|~|~|~|~|Mortality|20294955|Larynx|2000
15-19|~|~|~|~|Incidence|19998739|Larynx|2000
15-19|1.0|1.4|1.2|242|Mortality|20294955|Leukemias|2000
15-19|2.5|3.0|2.7|549|Incidence|19998739|Leukemias|2000
15-19|~|~|~|~|Mortality|20294955|Liver and Intrahepatic Bile Duct|2000
15-19|0.1|0.1|0.1|18|Incidence|19998739|Liver and Intrahepatic Bile Duct|2000
15-19|~|~|~|~|Mortality|20294955|Lung and Bronchus|2000
15-19|0.1|0.2|0.1|28|Incidence|19998739|Lung and Bronchus|2000
15-19|~|~|~|~|Mortality|9854932|Male and Female Breast|2000
15-19|~|~|~|~|Incidence|9710015|Male and Female Breast|2000
15-19|~|~|~|~|Incidence|9710015|Male and Female Breast, <i>in situ</i>|2000
15-19|~|~|~|~|Mortality|20294955|Melanomas of the Skin|2000
15-19|1.3|1.7|1.5|299|Incidence|19998739|Melanomas of the Skin|2000
15-19|~|~|~|~|Mortality|20294955|Mesothelioma|2000
15-19|~|~|~|~|Incidence|19998739|Mesothelioma|2000
15-19|~|~|~|~|Mortality|20294955|Myeloma|2000
15-19|~|~|~|~|Incidence|19998739|Myeloma|2000
15-19|0.2|0.4|0.3|60|Mortality|20294955|Non-Hodgkin Lymphoma|2000
15-19|1.6|2.0|1.8|352|Incidence|19998739|Non-Hodgkin Lymphoma|2000
15-19|~|~|~|~|Mortality|20294955|Oral Cavity and Pharynx|2000
15-19|0.3|0.5|0.4|83|Incidence|19998739|Oral Cavity and Pharynx|2000
15-19|~|~|~|~|Mortality|9854932|Ovary|2000
15-19|1.1|1.6|1.3|128|Incidence|9710015|Ovary|2000
15-19|~|~|~|~|Mortality|20294955|Pancreas|2000
15-19|~|~|~|~|Incidence|19998739|Pancreas|2000
15-19|~|~|~|~|Mortality|10440023|Prostate|2000
15-19|~|~|~|~|Incidence|10288724|Prostate|2000
15-19|~|~|~|~|Mortality|20294955|Stomach|2000
15-19|~|~|~|~|Incidence|19998739|Stomach|2000
15-19|~|~|~|~|Mortality|10440023|Testis|2000
15-19|3.1|3.9|3.5|360|Incidence|10288724|Testis|2000
15-19|~|~|~|~|Mortality|20294955|Thyroid|2000
15-19|1.5|1.9|1.7|339|Incidence|19998739|Thyroid|2000
15-19|~|~|~|~|Mortality|20294955|Urinary Bladder|2000
15-19|0.1|0.2|0.1|26|Incidence|19998739|Urinary Bladder|2000
5-9|2.2|2.6|2.4|489|Mortality|20463852|All Cancer Sites Combined|2000
5-9|11.0|12.0|11.5|2319|Incidence|20194272|All Cancer Sites Combined|2000
5-9|0.7|0.9|0.8|166|Mortality|20463852|Brain and Other Nervous System|2000
5-9|3.1|3.6|3.4|683|Incidence|20194272|Brain and Other Nervous System|2000
5-9|~|~|~|~|Mortality|9984495|Cervix|2000
5-9|~|~|~|~|Incidence|9852526|Cervix|2000
5-9|~|~|~|~|Mortality|20463852|Colon and Rectum|2000
5-9|~|~|~|~|Incidence|20194272|Colon and Rectum|2000
5-9|~|~|~|~|Mortality|9984495|Corpus and Uterus, NOS|2000
5-9|~|~|~|~|Incidence|9852526|Corpus and Uterus, NOS|2000
5-9|~|~|~|~|Mortality|20463852|Esophagus|2000
5-9|~|~|~|~|Incidence|20194272|Esophagus|2000
5-9|~|~|~|~|Mortality|9984495|Female Breast|2000
5-9|~|~|~|~|Incidence|9852526|Female Breast|2000
5-9|~|~|~|~|Incidence|9852526|Female Breast, <i>in situ</i>|2000
5-9|~|~|~|~|Mortality|20463852|Hodgkin Lymphoma|2000
5-9|0.3|0.4|0.4|72|Incidence|20194272|Hodgkin Lymphoma|2000
5-9|.|.|.|.|Mortality|20463852|Kaposi Sarcoma|2000
5-9|~|~|~|~|Incidence|20194272|Kaposi Sarcoma|2000
5-9|0.1|0.2|0.1|21|Mortality|20463852|Kidney and Renal Pelvis|2000
5-9|0.5|0.7|0.6|125|Incidence|20194272|Kidney and Renal Pelvis|2000
5-9|~|~|~|~|Mortality|20463852|Larynx|2000
5-9|~|~|~|~|Incidence|20194272|Larynx|2000
5-9|0.6|0.8|0.7|142|Mortality|20463852|Leukemias|2000
5-9|3.5|4.0|3.8|758|Incidence|20194272|Leukemias|2000
5-9|~|~|~|~|Mortality|20463852|Liver and Intrahepatic Bile Duct|2000
5-9|~|~|~|~|Incidence|20194272|Liver and Intrahepatic Bile Duct|2000
5-9|~|~|~|~|Mortality|20463852|Lung and Bronchus|2000
5-9|~|~|~|~|Incidence|20194272|Lung and Bronchus|2000
5-9|~|~|~|~|Mortality|9984495|Male and Female Breast|2000
5-9|~|~|~|~|Incidence|9852526|Male and Female Breast|2000
5-9|~|~|~|~|Incidence|9852526|Male and Female Breast, <i>in situ</i>|2000
5-9|~|~|~|~|Mortality|20463852|Melanomas of the Skin|2000
5-9|0.1|0.1|0.1|18|Incidence|20194272|Melanomas of the Skin|2000
5-9|~|~|~|~|Mortality|20463852|Mesothelioma|2000
5-9|~|~|~|~|Incidence|20194272|Mesothelioma|2000
5-9|~|~|~|~|Mortality|20463852|Myeloma|2000
5-9|~|~|~|~|Incidence|20194272|Myeloma|2000
5-9|0.1|0.2|0.1|23|Mortality|20463852|Non-Hodgkin Lymphoma|2000
5-9|1.0|1.3|1.1|223|Incidence|20194272|Non-Hodgkin Lymphoma|2000
5-9|~|~|~|~|Mortality|20463852|Oral Cavity and Pharynx|2000
5-9|0.1|0.1|0.1|19|Incidence|20194272|Oral Cavity and Pharynx|2000
5-9|~|~|~|~|Mortality|9984495|Ovary|2000
5-9|0.1|0.4|0.2|23|Incidence|9852526|Ovary|2000
5-9|~|~|~|~|Mortality|20463852|Pancreas|2000
5-9|~|~|~|~|Incidence|20194272|Pancreas|2000
5-9|~|~|~|~|Mortality|10479357|Prostate|2000
5-9|~|~|~|~|Incidence|10341746|Prostate|2000
5-9|~|~|~|~|Mortality|20463852|Stomach|2000
5-9|~|~|~|~|Incidence|20194272|Stomach|2000
5-9|~|~|~|~|Mortality|10479357|Testis|2000
5-9|~|~|~|~|Incidence|10341746|Testis|2000
5-9|~|~|~|~|Mortality|20463852|Thyroid|2000
5-9|0.1|0.2|0.1|20|Incidence|20194272|Thyroid|2000
5-9|~|~|~|~|Mortality|20463852|Urinary Bladder|2000
5-9|~|~|~|~|Incidence|20194272|Urinary Bladder|2000
<1|1.9|2.9|2.4|92|Mortality|3855956|All Cancer Sites Combined|2000
<1|22.2|25.4|23.8|904|Incidence|3804065|All Cancer Sites Combined|2000
<1|0.3|0.8|0.5|20|Mortality|3855956|Brain and Other Nervous System|2000
<1|3.5|4.8|4.1|156|Incidence|3804065|Brain and Other Nervous System|2000
<1|~|~|~|~|Mortality|1881822|Cervix|2000
<1|~|~|~|~|Incidence|1856559|Cervix|2000
<1|~|~|~|~|Mortality|3855956|Colon and Rectum|2000
<1|~|~|~|~|Incidence|3804065|Colon and Rectum|2000
<1|~|~|~|~|Mortality|1881822|Corpus and Uterus, NOS|2000
<1|~|~|~|~|Incidence|1856559|Corpus and Uterus, NOS|2000
<1|~|~|~|~|Mortality|3855956|Esophagus|2000
<1|~|~|~|~|Incidence|3804065|Esophagus|2000
<1|~|~|~|~|Mortality|1881822|Female Breast|2000
<1|~|~|~|~|Incidence|1856559|Female Breast|2000
<1|~|~|~|~|Incidence|1856559|Female Breast, <i>in situ</i>|2000
<1|~|~|~|~|Mortality|3855956|Hodgkin Lymphoma|2000
<1|~|~|~|~|Incidence|3804065|Hodgkin Lymphoma|2000
<1|.|.|.|.|Mortality|3855956|Kaposi Sarcoma|2000
<1|~|~|~|~|Incidence|3804065|Kaposi Sarcoma|2000
<1|~|~|~|~|Mortality|3855956|Kidney and Renal Pelvis|2000
<1|1.2|2.0|1.5|58|Incidence|3804065|Kidney and Renal Pelvis|2000
<1|~|~|~|~|Mortality|3855956|Larynx|2000
<1|~|~|~|~|Incidence|3804065|Larynx|2000
<1|0.7|1.4|1.0|38|Mortality|3855956|Leukemias|2000
<1|4.0|5.4|4.7|178|Incidence|3804065|Leukemias|2000
<1|~|~|~|~|Mortality|3855956|Liver and Intrahepatic Bile Duct|2000
<1|0.8|1.6|1.2|44|Incidence|3804065|Liver and Intrahepatic Bile Duct|2000
<1|~|~|~|~|Mortality|3855956|Lung and Bronchus|2000
<1|~|~|~|~|Incidence|3804065|Lung and Bronchus|2000
<1|~|~|~|~|Mortality|1881822|Male and Female Breast|2000
<1|~|~|~|~|Incidence|1856559|Male and Female Breast|2000
<1|~|~|~|~|Incidence|1856559|Male and Female Breast, <i>in situ</i>|2000
<1|~|~|~|~|Mortality|3855956|Melanomas of the Skin|2000
<1|~|~|~|~|Incidence|3804065|Melanomas of the Skin|2000
<1|~|~|~|~|Mortality|3855956|Mesothelioma|2000
<1|~|~|~|~|Incidence|3804065|Mesothelioma|2000
<1|~|~|~|~|Mortality|3855956|Myeloma|2000
<1|~|~|~|~|Incidence|3804065|Myeloma|2000
<1|~|~|~|~|Mortality|3855956|Non-Hodgkin Lymphoma|2000
<1|~|~|~|~|Incidence|3804065|Non-Hodgkin Lymphoma|2000
<1|~|~|~|~|Mortality|3855956|Oral Cavity and Pharynx|2000
<1|~|~|~|~|Incidence|3804065|Oral Cavity and Pharynx|2000
<1|~|~|~|~|Mortality|1881822|Ovary|2000
<1|~|~|~|~|Incidence|1856559|Ovary|2000
<1|~|~|~|~|Mortality|3855956|Pancreas|2000
<1|~|~|~|~|Incidence|3804065|Pancreas|2000
<1|~|~|~|~|Mortality|1974134|Prostate|2000
<1|~|~|~|~|Incidence|1947506|Prostate|2000
<1|~|~|~|~|Mortality|3855956|Stomach|2000
<1|~|~|~|~|Incidence|3804065|Stomach|2000
<1|~|~|~|~|Mortality|1974134|Testis|2000
<1|~|~|~|~|Incidence|1947506|Testis|2000
<1|~|~|~|~|Mortality|3855956|Thyroid|2000
<1|~|~|~|~|Incidence|3804065|Thyroid|2000
<1|~|~|~|~|Mortality|3855956|Urinary Bladder|2000
<1|~|~|~|~|Incidence|3804065|Urinary Bladder|2000
1-4|2.5|3.0|2.7|420|Mortality|15285559|All Cancer Sites Combined|2001
1-4|21.0|22.5|21.7|3287|Incidence|15123657|All Cancer Sites Combined|2001
1-4|0.5|0.8|0.7|100|Mortality|15285559|Brain and Other Nervous System|2001
1-4|3.7|4.4|4.0|611|Incidence|15123657|Brain and Other Nervous System|2001
1-4|~|~|~|~|Mortality|7468536|Cervix|2001
1-4|~|~|~|~|Incidence|7389458|Cervix|2001
1-4|~|~|~|~|Mortality|15285559|Colon and Rectum|2001
1-4|~|~|~|~|Incidence|15123657|Colon and Rectum|2001
1-4|~|~|~|~|Mortality|7468536|Corpus and Uterus, NOS|2001
1-4|~|~|~|~|Incidence|7389458|Corpus and Uterus, NOS|2001
1-4|~|~|~|~|Mortality|15285559|Esophagus|2001
1-4|~|~|~|~|Incidence|15123657|Esophagus|2001
1-4|~|~|~|~|Mortality|7468536|Female Breast|2001
1-4|~|~|~|~|Incidence|7389458|Female Breast|2001
1-4|~|~|~|~|Incidence|7389458|Female Breast, <i>in situ</i>|2001
1-4|~|~|~|~|Mortality|15285559|Hodgkin Lymphoma|2001
1-4|0.1|0.2|0.1|20|Incidence|15123657|Hodgkin Lymphoma|2001
1-4|.|.|.|.|Mortality|15285559|Kaposi Sarcoma|2001
1-4|~|~|~|~|Incidence|15123657|Kaposi Sarcoma|2001
1-4|0.1|0.2|0.1|22|Mortality|15285559|Kidney and Renal Pelvis|2001
1-4|1.9|2.3|2.1|318|Incidence|15123657|Kidney and Renal Pelvis|2001
1-4|~|~|~|~|Mortality|15285559|Larynx|2001
1-4|~|~|~|~|Incidence|15123657|Larynx|2001
1-4|0.9|1.2|1.0|155|Mortality|15285559|Leukemias|2001
1-4|8.5|9.5|9.0|1357|Incidence|15123657|Leukemias|2001
1-4|0.1|0.2|0.1|18|Mortality|15285559|Liver and Intrahepatic Bile Duct|2001
1-4|0.3|0.5|0.4|63|Incidence|15123657|Liver and Intrahepatic Bile Duct|2001
1-4|~|~|~|~|Mortality|15285559|Lung and Bronchus|2001
1-4|~|~|~|~|Incidence|15123657|Lung and Bronchus|2001
1-4|~|~|~|~|Mortality|7468536|Male and Female Breast|2001
1-4|~|~|~|~|Incidence|7389458|Male and Female Breast|2001
1-4|~|~|~|~|Incidence|7389458|Male and Female Breast, <i>in situ</i>|2001
1-4|~|~|~|~|Mortality|15285559|Melanomas of the Skin|2001
1-4|~|~|~|~|Incidence|15123657|Melanomas of the Skin|2001
1-4|~|~|~|~|Mortality|15285559|Mesothelioma|2001
1-4|~|~|~|~|Incidence|15123657|Mesothelioma|2001
1-4|~|~|~|~|Mortality|15285559|Myeloma|2001
1-4|~|~|~|~|Incidence|15123657|Myeloma|2001
1-4|~|~|~|~|Mortality|15285559|Non-Hodgkin Lymphoma|2001
1-4|0.5|0.7|0.6|90|Incidence|15123657|Non-Hodgkin Lymphoma|2001
1-4|~|~|~|~|Mortality|15285559|Oral Cavity and Pharynx|2001
1-4|0.1|0.2|0.1|17|Incidence|15123657|Oral Cavity and Pharynx|2001
1-4|~|~|~|~|Mortality|7468536|Ovary|2001
1-4|~|~|~|~|Incidence|7389458|Ovary|2001
1-4|~|~|~|~|Mortality|15285559|Pancreas|2001
1-4|~|~|~|~|Incidence|15123657|Pancreas|2001
1-4|~|~|~|~|Mortality|7817023|Prostate|2001
1-4|~|~|~|~|Incidence|7734199|Prostate|2001
1-4|~|~|~|~|Mortality|15285559|Stomach|2001
1-4|~|~|~|~|Incidence|15123657|Stomach|2001
1-4|~|~|~|~|Mortality|7817023|Testis|2001
1-4|0.3|0.6|0.4|32|Incidence|7734199|Testis|2001
1-4|~|~|~|~|Mortality|15285559|Thyroid|2001
1-4|~|~|~|~|Incidence|15123657|Thyroid|2001
1-4|~|~|~|~|Mortality|15285559|Urinary Bladder|2001
1-4|~|~|~|~|Incidence|15123657|Urinary Bladder|2001
10-14|2.2|2.7|2.5|515|Mortality|20978678|All Cancer Sites Combined|2001
10-14|12.8|13.8|13.3|2755|Incidence|20758808|All Cancer Sites Combined|2001
10-14|0.5|0.7|0.6|130|Mortality|20978678|Brain and Other Nervous System|2001
10-14|2.5|3.0|2.7|568|Incidence|20758808|Brain and Other Nervous System|2001
10-14|~|~|~|~|Mortality|10231469|Cervix|2001
10-14|~|~|~|~|Incidence|10123827|Cervix|2001
10-14|~|~|~|~|Mortality|20978678|Colon and Rectum|2001
10-14|~|~|~|~|Incidence|20758808|Colon and Rectum|2001
10-14|~|~|~|~|Mortality|10231469|Corpus and Uterus, NOS|2001
10-14|~|~|~|~|Incidence|10123827|Corpus and Uterus, NOS|2001
10-14|~|~|~|~|Mortality|20978678|Esophagus|2001
10-14|~|~|~|~|Incidence|20758808|Esophagus|2001
10-14|~|~|~|~|Mortality|10231469|Female Breast|2001
10-14|~|~|~|~|Incidence|10123827|Female Breast|2001
10-14|~|~|~|~|Incidence|10123827|Female Breast, <i>in situ</i>|2001
10-14|~|~|~|~|Mortality|20978678|Hodgkin Lymphoma|2001
10-14|1.1|1.4|1.2|252|Incidence|20758808|Hodgkin Lymphoma|2001
10-14|.|.|.|.|Mortality|20978678|Kaposi Sarcoma|2001
10-14|~|~|~|~|Incidence|20758808|Kaposi Sarcoma|2001
10-14|~|~|~|~|Mortality|20978678|Kidney and Renal Pelvis|2001
10-14|0.1|0.2|0.1|31|Incidence|20758808|Kidney and Renal Pelvis|2001
10-14|~|~|~|~|Mortality|20978678|Larynx|2001
10-14|~|~|~|~|Incidence|20758808|Larynx|2001
10-14|0.7|0.9|0.8|170|Mortality|20978678|Leukemias|2001
10-14|2.7|3.2|3.0|618|Incidence|20758808|Leukemias|2001
10-14|~|~|~|~|Mortality|20978678|Liver and Intrahepatic Bile Duct|2001
10-14|0.1|0.1|0.1|19|Incidence|20758808|Liver and Intrahepatic Bile Duct|2001
10-14|~|~|~|~|Mortality|20978678|Lung and Bronchus|2001
10-14|~|~|~|~|Incidence|20758808|Lung and Bronchus|2001
10-14|~|~|~|~|Mortality|10231469|Male and Female Breast|2001
10-14|~|~|~|~|Incidence|10123827|Male and Female Breast|2001
10-14|~|~|~|~|Incidence|10123827|Male and Female Breast, <i>in situ</i>|2001
10-14|~|~|~|~|Mortality|20978678|Melanomas of the Skin|2001
10-14|0.3|0.5|0.4|78|Incidence|20758808|Melanomas of the Skin|2001
10-14|~|~|~|~|Mortality|20978678|Mesothelioma|2001
10-14|~|~|~|~|Incidence|20758808|Mesothelioma|2001
10-14|~|~|~|~|Mortality|20978678|Myeloma|2001
10-14|~|~|~|~|Incidence|20758808|Myeloma|2001
10-14|0.1|0.2|0.1|27|Mortality|20978678|Non-Hodgkin Lymphoma|2001
10-14|1.1|1.4|1.3|263|Incidence|20758808|Non-Hodgkin Lymphoma|2001
10-14|~|~|~|~|Mortality|20978678|Oral Cavity and Pharynx|2001
10-14|0.2|0.4|0.3|60|Incidence|20758808|Oral Cavity and Pharynx|2001
10-14|~|~|~|~|Mortality|10231469|Ovary|2001
10-14|0.4|0.8|0.6|59|Incidence|10123827|Ovary|2001
10-14|~|~|~|~|Mortality|20978678|Pancreas|2001
10-14|~|~|~|~|Incidence|20758808|Pancreas|2001
10-14|~|~|~|~|Mortality|10747209|Prostate|2001
10-14|~|~|~|~|Incidence|10634981|Prostate|2001
10-14|~|~|~|~|Mortality|20978678|Stomach|2001
10-14|~|~|~|~|Incidence|20758808|Stomach|2001
10-14|~|~|~|~|Mortality|10747209|Testis|2001
10-14|0.1|0.3|0.2|17|Incidence|10634981|Testis|2001
10-14|~|~|~|~|Mortality|20978678|Thyroid|2001
10-14|0.5|0.7|0.6|117|Incidence|20758808|Thyroid|2001
10-14|~|~|~|~|Mortality|20978678|Urinary Bladder|2001
10-14|~|~|~|~|Incidence|20758808|Urinary Bladder|2001
15-19|3.3|3.8|3.6|732|Mortality|20456284|All Cancer Sites Combined|2001
15-19|20.7|22.0|21.3|4311|Incidence|20227701|All Cancer Sites Combined|2001
15-19|0.4|0.6|0.5|104|Mortality|20456284|Brain and Other Nervous System|2001
15-19|2.0|2.4|2.2|437|Incidence|20227701|Brain and Other Nervous System|2001
15-19|~|~|~|~|Mortality|9908897|Cervix|2001
15-19|0.1|0.3|0.2|21|Incidence|9797025|Cervix|2001
15-19|~|~|~|~|Mortality|20456284|Colon and Rectum|2001
15-19|0.2|0.4|0.3|56|Incidence|20227701|Colon and Rectum|2001
15-19|~|~|~|~|Mortality|9908897|Corpus and Uterus, NOS|2001
15-19|~|~|~|~|Incidence|9797025|Corpus and Uterus, NOS|2001
15-19|~|~|~|~|Mortality|20456284|Esophagus|2001
15-19|~|~|~|~|Incidence|20227701|Esophagus|2001
15-19|~|~|~|~|Mortality|9908897|Female Breast|2001
15-19|0.1|0.3|0.2|22|Incidence|9797025|Female Breast|2001
15-19|~|~|~|~|Incidence|9797025|Female Breast, <i>in situ</i>|2001
15-19|0.1|0.2|0.1|25|Mortality|20456284|Hodgkin Lymphoma|2001
15-19|3.0|3.5|3.2|650|Incidence|20227701|Hodgkin Lymphoma|2001
15-19|.|.|.|.|Mortality|20456284|Kaposi Sarcoma|2001
15-19|~|~|~|~|Incidence|20227701|Kaposi Sarcoma|2001
15-19|~|~|~|~|Mortality|20456284|Kidney and Renal Pelvis|2001
15-19|0.1|0.2|0.2|33|Incidence|20227701|Kidney and Renal Pelvis|2001
15-19|~|~|~|~|Mortality|20456284|Larynx|2001
15-19|~|~|~|~|Incidence|20227701|Larynx|2001
15-19|1.0|1.3|1.1|225|Mortality|20456284|Leukemias|2001
15-19|2.6|3.1|2.9|577|Incidence|20227701|Leukemias|2001
15-19|~|~|~|~|Mortality|20456284|Liver and Intrahepatic Bile Duct|2001
15-19|0.1|0.2|0.1|28|Incidence|20227701|Liver and Intrahepatic Bile Duct|2001
15-19|~|~|~|~|Mortality|20456284|Lung and Bronchus|2001
15-19|0.1|0.2|0.2|33|Incidence|20227701|Lung and Bronchus|2001
15-19|~|~|~|~|Mortality|9908897|Male and Female Breast|2001
15-19|0.1|0.3|0.2|22|Incidence|9797025|Male and Female Breast|2001
15-19|~|~|~|~|Incidence|9797025|Male and Female Breast, <i>in situ</i>|2001
15-19|~|~|~|~|Mortality|20456284|Melanomas of the Skin|2001
15-19|1.5|1.8|1.6|333|Incidence|20227701|Melanomas of the Skin|2001
15-19|~|~|~|~|Mortality|20456284|Mesothelioma|2001
15-19|~|~|~|~|Incidence|20227701|Mesothelioma|2001
15-19|~|~|~|~|Mortality|20456284|Myeloma|2001
15-19|~|~|~|~|Incidence|20227701|Myeloma|2001
15-19|0.2|0.4|0.3|61|Mortality|20456284|Non-Hodgkin Lymphoma|2001
15-19|1.6|2.0|1.8|358|Incidence|20227701|Non-Hodgkin Lymphoma|2001
15-19|~|~|~|~|Mortality|20456284|Oral Cavity and Pharynx|2001
15-19|0.3|0.4|0.4|72|Incidence|20227701|Oral Cavity and Pharynx|2001
15-19|~|~|~|~|Mortality|9908897|Ovary|2001
15-19|0.9|1.4|1.1|112|Incidence|9797025|Ovary|2001
15-19|~|~|~|~|Mortality|20456284|Pancreas|2001
15-19|~|~|~|~|Incidence|20227701|Pancreas|2001
15-19|~|~|~|~|Mortality|10547387|Prostate|2001
15-19|~|~|~|~|Incidence|10430676|Prostate|2001
15-19|~|~|~|~|Mortality|20456284|Stomach|2001
15-19|~|~|~|~|Incidence|20227701|Stomach|2001
15-19|~|~|~|~|Mortality|10547387|Testis|2001
15-19|3.0|3.7|3.3|345|Incidence|10430676|Testis|2001
15-19|~|~|~|~|Mortality|20456284|Thyroid|2001
15-19|1.5|1.8|1.6|328|Incidence|20227701|Thyroid|2001
15-19|~|~|~|~|Mortality|20456284|Urinary Bladder|2001
15-19|0.1|0.2|0.1|25|Incidence|20227701|Urinary Bladder|2001
5-9|2.2|2.7|2.4|493|Mortality|20173362|All Cancer Sites Combined|2001
5-9|11.1|12.0|11.5|2304|Incidence|19962452|All Cancer Sites Combined|2001
5-9|0.7|1.0|0.8|170|Mortality|20173362|Brain and Other Nervous System|2001
5-9|3.1|3.6|3.4|673|Incidence|19962452|Brain and Other Nervous System|2001
5-9|~|~|~|~|Mortality|9844298|Cervix|2001
5-9|~|~|~|~|Incidence|9740654|Cervix|2001
5-9|~|~|~|~|Mortality|20173362|Colon and Rectum|2001
5-9|~|~|~|~|Incidence|19962452|Colon and Rectum|2001
5-9|~|~|~|~|Mortality|9844298|Corpus and Uterus, NOS|2001
5-9|~|~|~|~|Incidence|9740654|Corpus and Uterus, NOS|2001
5-9|~|~|~|~|Mortality|20173362|Esophagus|2001
5-9|~|~|~|~|Incidence|19962452|Esophagus|2001
5-9|~|~|~|~|Mortality|9844298|Female Breast|2001
5-9|~|~|~|~|Incidence|9740654|Female Breast|2001
5-9|~|~|~|~|Incidence|9740654|Female Breast, <i>in situ</i>|2001
5-9|~|~|~|~|Mortality|20173362|Hodgkin Lymphoma|2001
5-9|0.3|0.5|0.4|85|Incidence|19962452|Hodgkin Lymphoma|2001
5-9|.|.|.|.|Mortality|20173362|Kaposi Sarcoma|2001
5-9|~|~|~|~|Incidence|19962452|Kaposi Sarcoma|2001
5-9|0.1|0.2|0.1|30|Mortality|20173362|Kidney and Renal Pelvis|2001
5-9|0.4|0.6|0.5|102|Incidence|19962452|Kidney and Renal Pelvis|2001
5-9|~|~|~|~|Mortality|20173362|Larynx|2001
5-9|~|~|~|~|Incidence|19962452|Larynx|2001
5-9|0.6|0.9|0.8|153|Mortality|20173362|Leukemias|2001
5-9|3.5|4.0|3.8|750|Incidence|19962452|Leukemias|2001
5-9|~|~|~|~|Mortality|20173362|Liver and Intrahepatic Bile Duct|2001
5-9|0.1|0.2|0.1|20|Incidence|19962452|Liver and Intrahepatic Bile Duct|2001
5-9|~|~|~|~|Mortality|20173362|Lung and Bronchus|2001
5-9|~|~|~|~|Incidence|19962452|Lung and Bronchus|2001
5-9|~|~|~|~|Mortality|9844298|Male and Female Breast|2001
5-9|~|~|~|~|Incidence|9740654|Male and Female Breast|2001
5-9|~|~|~|~|Incidence|9740654|Male and Female Breast, <i>in situ</i>|2001
5-9|~|~|~|~|Mortality|20173362|Melanomas of the Skin|2001
5-9|0.1|0.2|0.1|24|Incidence|19962452|Melanomas of the Skin|2001
5-9|~|~|~|~|Mortality|20173362|Mesothelioma|2001
5-9|~|~|~|~|Incidence|19962452|Mesothelioma|2001
5-9|~|~|~|~|Mortality|20173362|Myeloma|2001
5-9|~|~|~|~|Incidence|19962452|Myeloma|2001
5-9|~|~|~|~|Mortality|20173362|Non-Hodgkin Lymphoma|2001
5-9|0.8|1.1|0.9|187|Incidence|19962452|Non-Hodgkin Lymphoma|2001
5-9|~|~|~|~|Mortality|20173362|Oral Cavity and Pharynx|2001
5-9|0.1|0.2|0.1|20|Incidence|19962452|Oral Cavity and Pharynx|2001
5-9|~|~|~|~|Mortality|9844298|Ovary|2001
5-9|0.1|0.3|0.2|20|Incidence|9740654|Ovary|2001
5-9|~|~|~|~|Mortality|20173362|Pancreas|2001
5-9|~|~|~|~|Incidence|19962452|Pancreas|2001
5-9|~|~|~|~|Mortality|10329064|Prostate|2001
5-9|~|~|~|~|Incidence|10221798|Prostate|2001
5-9|~|~|~|~|Mortality|20173362|Stomach|2001
5-9|~|~|~|~|Incidence|19962452|Stomach|2001
5-9|~|~|~|~|Mortality|10329064|Testis|2001
5-9|~|~|~|~|Incidence|10221798|Testis|2001
5-9|~|~|~|~|Mortality|20173362|Thyroid|2001
5-9|0.1|0.2|0.1|21|Incidence|19962452|Thyroid|2001
5-9|~|~|~|~|Mortality|20173362|Urinary Bladder|2001
5-9|~|~|~|~|Incidence|19962452|Urinary Bladder|2001
<1|1.3|2.1|1.6|66|Mortality|4012658|All Cancer Sites Combined|2001
<1|23.2|26.3|24.7|982|Incidence|3970113|All Cancer Sites Combined|2001
<1|0.2|0.6|0.4|16|Mortality|4012658|Brain and Other Nervous System|2001
<1|3.2|4.4|3.8|149|Incidence|3970113|Brain and Other Nervous System|2001
<1|~|~|~|~|Mortality|1962905|Cervix|2001
<1|~|~|~|~|Incidence|1942094|Cervix|2001
<1|~|~|~|~|Mortality|4012658|Colon and Rectum|2001
<1|~|~|~|~|Incidence|3970113|Colon and Rectum|2001
